Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
20.739	19.556	43.029	0.086	0.004
20.743	19.568	43.035	0.070	0.004
20.748	19.568	43.041	0.078	0.012
20.753	19.568	43.059	0.070	-0.004
20.757	19.574	43.072	0.078	0.012
20.762	19.574	43.090	0.070	0.012
20.766	19.587	43.096	0.078	0.004
20.771	19.587	43.102	0.053	0.004
20.775	19.593	43.114	0.078	0.012
20.780	19.593	43.138	0.078	0.012
20.784	19.611	43.151	0.078	-0.004
20.789	19.617	43.157	0.070	0.020
20.793	19.617	43.169	0.070	0.004
20.798	19.629	43.187	0.061	0.012
20.803	19.635	43.199	0.070	-0.004
20.807	19.635	43.212	0.070	0.012
20.812	19.641	43.230	0.070	0.004
20.816	19.641	43.242	0.070	0.012
20.821	19.660	43.248	0.070	0.004
20.825	19.666	43.254	0.078	0.012
20.830	19.666	43.279	0.078	-0.004
20.834	19.678	43.285	0.078	0.004
20.839	19.684	43.291	0.078	0.012
20.844	19.678	43.309	0.078	0.020
20.848	19.684	43.327	0.086	0.012
20.853	19.690	43.327	0.078	0.012
20.857	19.702	43.339	0.078	0.012
20.862	19.696	43.358	0.078	0.012
20.866	19.708	43.358	0.070	-0.004
20.871	19.708	43.376	0.070	0.012
20.875	19.714	43.388	0.078	0.012
20.880	19.714	43.388	0.070	0.012
20.884	19.733	43.406	0.086	0.012
20.889	19.739	43.425	0.086	0.004
20.894	19.739	43.437	0.070	0.012
20.898	19.745	43.437	0.070	0.012
20.903	19.751	43.449	0.070	0.012
20.907	19.745	43.455	0.078	0.004
20.912	19.751	43.473	0.086	0.004
20.916	19.763	43.467	0.078	0.004
20.921	19.757	43.486	0.078	0.004
20.925	19.775	43.492	0.078	0.004
20.930	19.775	43.498	0.078	0.004
20.935	19.775	43.516	0.070	-0.004
20.939	19.781	43.522	0.078	0.004
20.944	19.787	43.534	0.086	0.004
20.948	19.794	43.546	0.078	0.004
20.953	19.800	43.552	0.078	0.004
20.957	19.806	43.559	0.086	0.004
20.962	19.800	43.577	0.086	0.012
20.966	19.806	43.577	0.086	0.004
20.971	19.818	43.595	0.070	0.012
20.975	19.812	43.601	0.078	0.004
20.980	19.830	43.607	0.078	0.004
20.985	19.830	43.626	0.070	0.004
20.989	19.830	43.638	0.094	0.012
20.994	19.842	43.638	0.086	0.004
20.998	19.842	43.656	0.086	0.020
21.003	19.848	43.662	0.070	0.004
21.007	19.854	43.680	0.078	0.004
21.012	19.854	43.680	0.094	0.004
21.016	19.861	43.693	0.078	0.020
21.021	19.861	43.693	0.078	0.004
21.026	19.867	43.705	0.078	0.004
21.030	19.873	43.717	0.078	0.004
21.035	19.879	43.723	0.078	0.004
21.039	19.879	43.723	0.086	0.004
21.044	19.879	43.735	0.086	0.012
21.048	19.879	43.729	0.078	0.012
21.053	19.891	43.759	0.086	0.012
21.057	19.891	43.766	0.078	0.012
21.062	19.891	43.766	0.078	0.004
21.066	19.897	43.778	0.086	0.004
21.071	19.903	43.784	0.086	0.012
21.076	19.903	43.790	0.078	0.004
21.080	19.909	43.796	0.078	0.004
21.085	19.915	43.814	0.094	0.004
21.089	19.915	43.814	0.086	0.004
21.094	19.915	43.820	0.086	0.012
21.098	19.927	43.833	0.086	0.004
21.103	19.921	43.839	0.094	0.004
21.107	19.934	43.845	0.094	0.012
21.112	19.940	43.845	0.086	0.004
21.117	19.940	43.869	0.094	0.012
21.121	19.940	43.863	0.086	0.004
21.126	19.940	43.869	0.086	0.012
21.130	19.952	43.875	0.094	-0.004
21.135	19.952	43.887	0.094	0.004
21.139	19.958	43.893	0.094	0.004
21.144	19.958	43.906	0.086	0.004
21.148	19.958	43.906	0.094	0.004
21.153	19.958	43.918	0.086	-0.004
21.157	19.964	43.918	0.086	0.004
21.162	19.964	43.924	0.086	0.004
21.167	19.970	43.930	0.086	0.004
21.171	19.970	43.924	0.094	-0.004
21.176	19.976	43.930	0.094	0.004
21.180	19.982	43.942	0.086	-0.004
21.185	19.964	43.942	0.078	0.004
21.189	19.982	43.948	0.086	0.012
21.194	19.976	43.954	0.086	0.004
21.198	19.982	43.948	0.094	0.004
21.203	19.988	43.942	0.078	0.012
21.208	19.982	43.942	0.094	0.012
21.212	19.970	43.948	0.094	-0.004
21.217	19.970	43.948	0.094	0.012
21.221	19.976	43.954	0.102	0.004
21.226	19.970	43.942	0.094	0.020
21.230	19.982	43.942	0.086	-0.004
21.235	19.976	43.942	0.094	0.004
21.239	19.976	43.936	0.078	0.012
21.244	19.970	43.936	0.086	0.004
21.248	19.976	43.936	0.094	0.004
21.253	19.976	43.936	0.086	0.012
21.258	19.970	43.930	0.102	0.012
21.262	19.976	43.924	0.086	-0.004
21.267	19.964	43.936	0.102	0.004
21.271	19.976	43.930	0.094	0.004
21.276	19.976	43.930	0.086	0.004
21.280	19.976	43.918	0.102	-0.004
21.285	19.964	43.918	0.094	0.004
21.289	19.958	43.912	0.086	0.012
21.294	19.958	43.900	0.102	0.012
21.299	19.952	43.893	0.086	0.012
21.303	19.952	43.875	0.094	0.004
21.308	19.946	43.869	0.094	0.004
21.312	19.940	43.863	0.102	0.012
21.317	19.927	43.851	0.094	0.004
21.321	19.927	43.833	0.111	0.004
21.326	19.921	43.820	0.102	-0.004
21.330	19.915	43.808	0.102	0.004
21.335	19.903	43.796	0.094	0.020
21.339	19.909	43.784	0.094	-0.004
21.344	19.903	43.772	0.094	0.012
21.349	19.891	43.753	0.094	0.012
21.353	19.885	43.741	0.102	0.004
21.358	19.879	43.729	0.111	0.004
21.362	19.867	43.717	0.094	0.004
21.367	19.861	43.693	0.094	0.004
21.371	19.854	43.680	0.102	-0.004
21.376	19.854	43.680	0.111	-0.004
21.380	19.854	43.650	0.086	0.004
21.385	19.836	43.632	0.094	0.004
21.390	19.842	43.626	0.111	0.012
21.394	19.830	43.601	0.102	0.004
21.399	19.812	43.589	0.111	0.004
21.403	19.812	43.571	0.102	0.012
21.408	19.806	43.552	0.102	0.004
21.412	19.800	43.534	0.102	0.004
21.417	19.794	43.522	0.086	0.012
21.421	19.781	43.510	0.094	-0.004
21.426	19.775	43.498	0.102	0.012
21.430	19.775	43.479	0.102	0.004
21.435	19.757	43.455	0.094	0.004
21.440	19.757	43.431	0.111	0.004
21.444	19.745	43.412	0.102	0.012
21.449	19.733	43.400	0.102	0.004
21.453	19.727	43.382	0.111	0.020
21.458	19.720	43.364	0.111	0.004
21.462	19.702	43.345	0.102	0.020
21.467	19.696	43.327	0.094	0.004
21.471	19.690	43.315	0.102	0.004
21.476	19.684	43.291	0.102	0.012
21.481	19.672	43.266	0.102	-0.004
21.485	19.660	43.230	0.111	0.004
21.490	19.647	43.218	0.102	0.012
21.494	19.641	43.193	0.102	-0.004
21.499	19.623	43.169	0.111	0.004
21.503	19.623	43.151	0.102	0.012
21.508	19.605	43.120	0.111	0.004
21.512	19.599	43.114	0.102	0.004
21.517	19.593	43.084	0.102	0.004
21.521	19.587	43.065	0.102	-0.004
21.526	19.574	43.035	0.102	0.012
21.531	19.568	43.029	0.111	0.020
21.535	19.562	42.986	0.094	-0.004
21.540	19.538	42.974	0.102	0.012
21.544	19.526	42.944	0.111	0.004
21.549	19.526	42.925	0.111	0.020
21.553	19.513	42.901	0.102	0.004
21.558	19.495	42.883	0.102	0.004
21.562	19.489	42.865	0.111	0.012
21.567	19.483	42.834	0.119	0.012
21.572	19.471	42.816	0.111	0.004
21.576	19.465	42.785	0.111	0.004
21.581	19.453	42.767	0.119	0.004
21.585	19.440	42.737	0.119	-0.004
21.590	19.422	42.718	0.111	0.004
21.594	19.416	42.688	0.111	0.012
21.599	19.410	42.651	0.119	0.004
21.603	19.392	42.639	0.111	0.004
21.608	19.373	42.609	0.111	0.004
21.612	19.361	42.591	0.111	0.004
21.617	19.355	42.554	0.119	0.012
21.622	19.349	42.530	0.102	0.004
21.626	19.337	42.517	0.111	-0.004
21.631	19.325	42.481	0.111	0.004
21.635	19.313	42.463	0.119	-0.004
21.640	19.300	42.432	0.111	0.012
21.644	19.294	42.414	0.119	0.020
21.649	19.276	42.390	0.111	0.004
21.653	19.276	42.359	0.119	0.012
21.658	19.258	42.335	0.127	0.004
21.663	19.246	42.310	0.111	0.004
21.667	19.227	42.286	0.111	0.020
21.672	19.215	42.244	0.111	0.012
21.676	19.203	42.219	0.127	0.012
21.681	19.191	42.195	0.111	0.004
21.685	19.179	42.158	0.119	0.004
21.690	19.173	42.146	0.111	0.004
21.694	19.154	42.110	0.127	0.004
21.699	19.136	42.079	0.119	0.004
21.703	19.130	42.055	0.127	0.004
21.708	19.112	42.018	0.119	0.004
21.713	19.106	41.994	0.119	0.012
21.717	19.093	41.957	0.127	0.012
21.722	19.081	41.933	0.127	0.020
21.726	19.063	41.903	0.127	0.004
21.731	19.045	41.866	0.111	-0.012
21.735	19.033	41.848	0.119	0.004
21.740	19.020	41.805	0.127	0.012
21.744	19.002	41.781	0.119	-0.004
21.749	18.996	41.738	0.119	-0.004
21.754	18.990	41.708	0.119	0.012
21.758	18.966	41.683	0.127	0.004
21.763	18.953	41.647	0.119	0.004
21.767	18.935	41.623	0.127	0.004
21.772	18.929	41.592	0.127	0.004
21.776	18.911	41.562	0.127	0.004
21.781	18.892	41.531	0.127	0.004
21.785	18.886	41.501	0.119	0.004
21.790	18.868	41.458	0.135	0.012
21.794	18.856	41.434	0.127	0.004
21.799	18.832	41.403	0.135	0.004
21.804	18.826	41.367	0.135	0.004
21.808	18.807	41.324	0.119	0.004
21.813	18.783	41.300	0.135	0.004
21.817	18.771	41.251	0.127	0.004
21.822	18.752	41.227	0.135	0.004
21.826	18.746	41.196	0.135	0.020
21.831	18.722	41.148	0.127	-0.004
21.835	18.704	41.117	0.127	0.004
21.840	18.685	41.087	0.127	0.012
21.845	18.673	41.050	0.135	0.004
21.849	18.655	41.008	0.127	0.012
21.854	18.643	40.977	0.127	0.020
21.858	18.631	40.947	0.127	0.020
21.863	18.625	40.910	0.135	0.004
21.867	18.588	40.868	0.127	0.012
21.872	18.582	40.843	0.143	0.004
21.876	18.570	40.807	0.127	0.004
21.881	18.552	40.770	0.127	0.012
21.885	18.533	40.734	0.127	0.012
21.890	18.515	40.691	0.135	0.012
21.895	18.503	40.661	0.135	0.012
21.899	18.491	40.618	0.127	0.012
21.904	18.472	40.581	0.143	0.012
21.908	18.448	40.551	0.135	0.004
21.913	18.430	40.508	0.143	0.020
21.917	18.418	40.466	0.143	0.012
21.922	18.399	40.429	0.135	-0.012
21.926	18.375	40.393	0.135	0.012
21.931	18.369	40.356	0.143	0.004
21.936	18.345	40.320	0.143	-0.004
21.940	18.326	40.277	0.143	0.004
21.945	18.308	40.240	0.135	0.012
21.949	18.302	40.204	0.143	0.004
21.954	18.278	40.161	0.152	0.004
21.958	18.265	40.119	0.143	0.004
21.963	18.247	40.070	0.152	0.012
21.967	18.229	40.033	0.152	-0.004
21.972	18.204	39.997	0.143	0.012
21.976	18.192	39.960	0.143	0.012
21.981	18.174	39.918	0.143	0.004
21.986	18.156	39.881	0.135	0.004
21.990	18.131	39.826	0.160	0.004
21.995	18.113	39.790	0.143	0.004
21.999	18.095	39.741	0.143	0.012
22.004	18.071	39.705	0.152	0.012
22.008	18.052	39.656	0.152	0.012
22.013	18.034	39.619	0.143	-0.004
22.017	18.010	39.577	0.160	0.004
22.022	17.997	39.534	0.152	0.012
22.027	17.979	39.492	0.143	-0.004
22.031	17.967	39.437	0.160	0.004
22.036	17.943	39.400	0.160	0.004
22.040	17.918	39.358	0.168	0.012
22.045	17.900	39.315	0.168	0.004
22.049	17.882	39.272	0.168	0.004
22.054	17.857	39.218	0.160	0.004
22.058	17.845	39.175	0.168	0.004
22.063	17.821	39.120	0.152	0.012
22.067	17.797	39.078	0.160	0.004
22.072	17.778	39.029	0.168	0.012
22.077	17.754	38.986	0.168	0.004
22.081	17.736	38.938	0.152	0.004
22.086	17.717	38.883	0.160	0.004
22.090	17.687	38.840	0.160	0.012
22.095	17.675	38.785	0.168	0.004
22.099	17.644	38.743	0.160	0.004
22.104	17.620	38.700	0.168	0.012
22.108	17.602	38.639	0.160	-0.004
22.113	17.577	38.591	0.160	0.004
22.118	17.571	38.548	0.160	0.012
22.122	17.541	38.505	0.160	0.004
22.127	17.523	38.457	0.160	0.004
22.131	17.492	38.408	0.176	0.004
22.136	17.474	38.359	0.168	0.012
22.140	17.462	38.310	0.168	0.004
22.145	17.437	38.274	0.160	0.012
22.149	17.413	38.219	0.176	0.012
22.154	17.389	38.170	0.176	0.012
22.158	17.358	38.122	0.176	0.004
22.163	17.346	38.067	0.168	0.012
22.168	17.316	38.018	0.176	0.004
22.172	17.297	37.970	0.168	-0.004
22.177	17.279	37.915	0.176	0.012
22.181	17.255	37.872	0.184	0.004
22.186	17.243	37.823	0.168	0.012
22.190	17.206	37.775	0.168	0.012
22.195	17.188	37.720	0.184	0.004
22.199	17.169	37.677	0.176	0.004
22.204	17.139	37.622	0.168	0.012
22.209	17.127	37.568	0.184	-0.004
22.213	17.103	37.519	0.176	0.012
22.218	17.078	37.476	0.184	0.012
22.222	17.054	37.428	0.184	0.012
22.227	17.036	37.379	0.192	0.004
22.231	17.011	37.318	0.184	0.004
22.236	16.993	37.269	0.192	0.012
22.240	16.962	37.221	0.176	0.004
22.245	16.950	37.178	0.176	0.004
22.249	16.914	37.117	0.184	0.004
22.254	16.902	37.068	0.184	0.012
22.259	16.877	37.014	0.192	0.020
22.263	16.853	36.959	0.184	0.012
22.268	16.829	36.916	0.192	0.004
22.272	16.798	36.861	0.192	0.004
22.277	16.786	36.807	0.184	0.004
22.281	16.749	36.758	0.201	0.012
22.286	16.731	36.703	0.201	0.012
22.290	16.713	36.648	0.192	0.004
22.295	16.695	36.600	0.192	0.004
22.300	16.670	36.545	0.201	0.004
22.304	16.646	36.496	0.201	0.004
22.309	16.622	36.447	0.201	0.012
22.313	16.603	36.399	0.201	0.004
22.318	16.585	36.344	0.201	0.004
22.322	16.561	36.295	0.217	0.004
22.327	16.530	36.247	0.201	-0.004
22.331	16.512	36.198	0.201	-0.004
22.336	16.482	36.149	0.201	0.004
22.340	16.469	36.088	0.201	0.012
22.345	16.433	36.040	0.217	0.012
22.350	16.427	35.985	0.209	0.012
22.354	16.396	35.936	0.209	0.004
22.359	16.372	35.887	0.217	0.004
22.363	16.341	35.826	0.209	0.012
22.368	16.323	35.778	0.209	-0.004
22.372	16.299	35.717	0.217	0.004
22.377	16.268	35.668	0.225	0.020
22.381	16.256	35.619	0.225	-0.004
22.386	16.232	35.565	0.225	0.004
22.391	16.208	35.510	0.225	0.012
22.395	16.189	35.455	0.233	0.004
22.400	16.153	35.400	0.217	0.004
22.404	16.141	35.358	0.217	-0.004
22.409	16.122	35.309	0.233	0.012
22.413	16.092	35.260	0.225	0.004
22.418	16.068	35.199	0.217	-0.004
22.422	16.043	35.151	0.233	0.004
22.427	16.031	35.102	0.233	0.020
22.431	16.013	35.041	0.233	-0.004
22.436	15.976	34.998	0.242	0.012
22.441	15.958	34.944	0.233	-0.004
22.445	15.940	34.889	0.233	0.004
22.450	15.909	34.834	0.225	0.004
22.454	15.891	34.779	0.242	0.004
22.459	15.873	34.731	0.250	0.012
22.463	15.842	34.670	0.242	0.012
22.468	15.824	34.627	0.242	0.004
22.472	15.794	34.572	0.250	0.012
22.477	15.769	34.511	0.250	0.004
22.482	15.745	34.450	0.250	0.004
22.486	15.714	34.402	0.250	0.004
22.491	15.696	34.353	0.242	0.004
22.495	15.672	34.298	0.258	0.004
22.500	15.660	34.237	0.250	0.004
22.504	15.629	34.189	0.250	-0.004
22.509	15.599	34.128	0.266	0.012
22.513	15.580	34.073	0.250	0.012
22.518	15.556	34.012	0.258	0.004
22.522	15.526	33.957	0.258	-0.004
22.527	15.507	33.903	0.258	0.004
22.532	15.477	33.848	0.266	-0.004
22.536	15.465	33.793	0.266	0.012
22.541	15.434	33.732	0.266	0.012
22.545	15.410	33.677	0.266	0.004
22.550	15.386	33.616	0.266	-0.004
22.554	15.361	33.568	0.274	0.004
22.559	15.343	33.507	0.274	0.004
22.563	15.313	33.452	0.274	0.004
22.568	15.288	33.385	0.274	-0.012
22.573	15.264	33.330	0.283	0.004
22.577	15.246	33.269	0.274	0.004
22.582	15.209	33.215	0.283	0.004
22.586	15.197	33.160	0.291	0.004
22.591	15.173	33.099	0.291	0.012
22.595	15.142	33.038	0.291	0.004
22.600	15.118	32.977	0.283	0.004
22.604	15.093	32.916	0.283	0.012
22.609	15.063	32.855	0.299	-0.004
22.613	15.039	32.794	0.299	0.004
22.618	15.014	32.746	0.291	0.012
22.623	14.990	32.685	0.307	-0.004
22.627	14.978	32.612	0.299	0.012
22.632	14.947	32.569	0.299	0.004
22.636	14.923	32.502	0.307	0.004
22.641	14.892	32.441	0.307	0.004
22.645	14.868	32.380	0.332	0.020
22.650	14.850	32.320	0.315	0.004
22.654	14.813	32.247	0.307	-0.004
22.659	14.789	32.180	0.332	0.012
22.664	14.765	32.119	0.332	0.004
22.668	14.734	32.052	0.315	0.004
22.673	14.710	31.985	0.315	-0.004
22.677	14.692	31.912	0.324	0.020
22.682	14.655	31.845	0.332	0.012
22.686	14.637	31.784	0.340	0.004
22.691	14.606	31.711	0.340	0.012
22.695	14.576	31.644	0.340	0.020
22.700	14.545	31.577	0.348	-0.004
22.704	14.521	31.504	0.348	0.020
22.709	14.497	31.437	0.364	0.012
22.714	14.460	31.364	0.356	0.012
22.718	14.436	31.297	0.356	-0.004
22.723	14.411	31.230	0.364	0.020
22.727	14.381	31.163	0.364	0.012
22.732	14.345	31.090	0.364	0.004
22.736	14.326	31.017	0.373	0.004
22.741	14.308	30.950	0.389	-0.004
22.745	14.271	30.883	0.389	0.004
22.750	14.253	30.810	0.381	0.012
22.755	14.223	30.743	0.389	-0.004
22.759	14.198	30.670	0.405	0.012
22.764	14.168	30.615	0.397	0.004
22.768	14.144	30.548	0.389	0.012
22.773	14.119	30.475	0.405	-0.004
22.777	14.089	30.402	0.414	0.012
22.782	14.064	30.341	0.405	0.004
22.786	14.040	30.274	0.422	0.012
22.791	14.004	30.195	0.430	0.012
22.795	13.979	30.134	0.430	0.012
22.800	13.955	30.067	0.438	0.004
22.805	13.931	29.988	0.430	0.012
22.809	13.894	29.927	0.446	0.012
22.814	13.870	29.842	0.455	0.004
22.818	13.833	29.781	0.463	-0.004
22.823	13.815	29.714	0.438	-0.004
22.827	13.784	29.647	0.463	0.012
22.832	13.748	29.568	0.471	0.012
22.836	13.730	29.495	0.479	0.004
22.841	13.693	29.428	0.471	0.004
22.846	13.663	29.355	0.479	0.012
22.850	13.626	29.294	0.487	0.004
22.855	13.608	29.221	0.487	0.004
22.859	13.583	29.154	0.487	0.012
22.864	13.553	29.081	0.512	0.004
22.868	13.529	29.020	0.512	0.012
22.873	13.492	28.953	0.512	0.004
22.877	13.474	28.886	0.512	0.004
22.882	13.431	28.825	0.528	0.012
22.886	13.407	28.770	0.528	0.004
22.891	13.389	28.709	0.528	0.004
22.896	13.358	28.654	0.528	0.004
22.900	13.334	28.581	0.545	0.020
22.905	13.310	28.527	0.553	0.004
22.909	13.273	28.466	0.569	0.012
22.914	13.249	28.399	0.569	-0.004
22.918	13.230	28.344	0.569	0.004
22.923	13.200	28.283	0.577	0.012
22.927	13.169	28.222	0.586	0.012
22.932	13.145	28.167	0.586	-0.004
22.937	13.115	28.100	0.594	0.012
22.941	13.096	28.033	0.586	0.004
22.946	13.072	27.991	0.610	0.012
22.950	13.048	27.924	0.610	-0.004
22.955	13.023	27.863	0.618	-0.004
22.959	12.993	27.808	0.618	0.004
22.964	12.975	27.753	0.627	0.012
22.968	12.938	27.686	0.635	0.012
22.973	12.914	27.626	0.635	0.004
22.977	12.883	27.565	0.651	0.012
22.982	12.865	27.510	0.643	-0.004
22.987	12.835	27.455	0.659	0.004
22.991	12.810	27.394	0.659	0.004
22.996	12.786	27.333	0.676	0.012
23.000	12.762	27.278	0.668	0.020
23.005	12.737	27.224	0.676	0.004
23.009	12.707	27.163	0.684	0.004
23.014	12.682	27.102	0.692	0.012
23.018	12.658	27.047	0.700	0.012
23.023	12.640	26.998	0.700	0.012
23.028	12.609	26.925	0.700	0.004
23.032	12.591	26.877	0.709	0.004
23.037	12.555	26.828	0.717	0.004
23.041	12.530	26.773	0.741	-0.004
23.046	12.506	26.706	0.741	0.004
23.050	12.488	26.651	0.749	0.004
23.055	12.457	26.597	0.741	0.004
23.059	12.427	26.542	0.741	0.004
23.064	12.415	26.487	0.766	-0.004
23.068	12.384	26.432	0.758	0.004
23.073	12.360	26.384	0.766	0.004
23.078	12.335	26.335	0.782	0.012
23.082	12.311	26.280	0.790	0.012
23.087	12.293	26.219	0.782	0.012
23.091	12.262	26.158	0.790	0.004
23.096	12.244	26.110	0.807	-0.004
23.100	12.208	26.049	0.815	-0.004
23.105	12.189	25.988	0.823	0.012
23.109	12.171	25.945	0.815	0.004
23.114	12.134	25.878	0.831	0.004
23.119	12.104	25.817	0.840	0.004
23.123	12.080	25.762	0.848	0.004
23.128	12.067	25.708	0.848	-0.004
23.132	12.049	25.659	0.864	0.012
23.137	12.013	25.598	0.872	0.012
23.141	11.994	25.537	0.864	0.004
23.146	11.964	25.476	0.872	0.012
23.150	11.940	25.434	0.889	0.004
23.155	11.915	25.385	0.897	0.004
23.159	11.891	25.324	0.889	0.004
23.164	11.867	25.269	0.905	0.004
23.169	11.848	25.215	0.897	0.004
23.173	11.818	25.160	0.921	0.012
23.178	11.800	25.111	0.913	0.012
23.182	11.775	25.062	0.921	0.004
23.187	11.757	25.001	0.921	0.004
23.191	11.745	24.953	0.946	0.012
23.196	11.708	24.892	0.946	-0.004
23.200	11.684	24.843	0.954	0.004
23.205	11.660	24.788	0.971	0.004
23.210	11.635	24.721	0.979	0.004
23.214	11.611	24.667	0.962	0.004
23.219	11.574	24.612	0.971	0.004
23.223	11.562	24.545	0.979	0.004
23.228	11.526	24.484	0.987	-0.004
23.232	11.507	24.435	1.003	0.012
23.237	11.483	24.380	1.003	0.004
23.241	11.453	24.320	1.003	0.004
23.246	11.422	24.253	1.003	0.004
23.250	11.404	24.198	1.028	0.012
23.255	11.373	24.143	1.028	0.004
23.260	11.355	24.082	1.020	0.012
23.264	11.325	24.027	1.028	-0.004
23.269	11.300	23.966	1.036	0.004
23.273	11.276	23.906	1.053	0.004
23.278	11.252	23.851	1.044	-0.004
23.282	11.233	23.808	1.061	0.020
23.287	11.203	23.741	1.061	0.004
23.291	11.185	23.705	1.069	0.004
23.296	11.160	23.632	1.085	0.020
23.301	11.130	23.565	1.085	0.012
23.305	11.112	23.522	1.093	0.012
23.310	11.075	23.467	1.093	-0.004
23.314	11.063	23.419	1.102	0.004
23.319	11.039	23.352	1.110	0.004
23.323	10.996	23.303	1.126	0.004
23.328	10.978	23.248	1.126	0.004
23.332	10.947	23.193	1.134	0.004
23.337	10.935	23.138	1.134	0.020
23.341	10.917	23.084	1.143	-0.004
23.346	10.886	23.035	1.151	0.012
23.351	10.868	22.974	1.167	0.004
23.355	10.838	22.907	1.167	0.004
23.360	10.819	22.858	1.159	0.012
23.364	10.789	22.797	1.175	0.012
23.369	10.759	22.743	1.192	0.012
23.373	10.734	22.682	1.192	0.012
23.378	10.704	22.627	1.200	0.004
23.382	10.692	22.566	1.192	0.004
23.387	10.655	22.505	1.216	-0.004
23.392	10.637	22.444	1.208	0.004
23.396	10.600	22.390	1.216	0.004
23.401	10.582	22.323	1.233	0.004
23.405	10.552	22.262	1.233	0.004
23.410	10.521	22.213	1.233	0.004
23.414	10.497	22.152	1.249	0.004
23.419	10.472	22.091	1.249	-0.004
23.423	10.448	22.024	1.249	0.004
23.428	10.418	21.963	1.265	0.012
23.432	10.393	21.896	1.265	-0.004
23.437	10.369	21.842	1.265	0.012
23.442	10.345	21.787	1.282	0.004
23.446	10.314	21.726	1.282	-0.004
23.451	10.284	21.665	1.306	0.012
23.455	10.259	21.616	1.290	0.012
23.460	10.235	21.549	1.306	0.012
23.464	10.198	21.501	1.315	0.004
23.469	10.186	21.440	1.339	0.012
23.473	10.168	21.391	1.331	0.012
23.478	10.150	21.336	1.339	0.004
23.483	10.119	21.282	1.339	-0.004
23.487	10.101	21.233	1.347	0.012
23.492	10.077	21.184	1.356	0.004
23.496	10.046	21.135	1.364	0.012
23.501	10.028	21.081	1.364	0.004
23.505	9.997	21.026	1.364	0.004
23.510	9.973	20.971	1.388	0.004
23.514	9.961	20.910	1.388	0.004
23.519	9.931	20.849	1.397	0.004
23.523	9.906	20.794	1.388	0.004
23.528	9.882	20.740	1.405	0.004
23.533	9.851	20.691	1.397	0.012
23.537	9.833	20.624	1.405	0.012
23.542	9.797	20.569	1.413	0.004
23.546	9.778	20.508	1.429	0.004
23.551	9.754	20.454	1.438	0.012
23.555	9.724	20.387	1.446	0.012
23.560	9.699	20.338	1.454	-0.004
23.564	9.681	20.271	1.454	0.004
23.569	9.644	20.216	1.462	0.012
23.574	9.626	20.149	1.478	0.020
23.578	9.590	20.106	1.462	0.020
23.583	9.565	20.046	1.487	-0.004
23.587	9.547	19.985	1.487	-0.004
23.592	9.517	19.936	1.487	0.004
23.596	9.498	19.881	1.495	0.012
23.601	9.474	19.826	1.511	0.004
23.605	9.456	19.778	1.511	-0.004
23.610	9.431	19.723	1.503	0.004
23.614	9.407	19.668	1.519	0.004
23.619	9.383	19.613	1.519	0.012
23.624	9.352	19.565	1.528	0.004
23.628	9.334	19.510	1.544	0.004
23.633	9.310	19.455	1.544	0.012
23.637	9.291	19.400	1.552	0.004
23.642	9.267	19.345	1.560	0.004
23.646	9.236	19.303	1.560	0.012
23.651	9.218	19.242	1.569	0.012
23.655	9.200	19.187	1.577	0.012
23.660	9.169	19.132	1.585	0.012
23.665	9.145	19.084	1.593	-0.004
23.669	9.115	19.011	1.593	0.012
23.674	9.096	18.968	1.601	0.004
23.678	9.072	18.913	1.610	0.004
23.683	9.042	18.852	1.618	-0.004
23.687	9.023	18.797	1.626	-0.004
23.692	8.993	18.743	1.634	0.004
23.696	8.969	18.682	1.626	0.004
23.701	8.938	18.627	1.634	0.004
23.705	8.920	18.584	1.650	0.004
23.710	8.895	18.517	1.650	-0.004
23.715	8.877	18.457	1.659	0.004
23.719	8.835	18.402	1.667	-0.004
23.724	8.822	18.353	1.683	0.004
23.728	8.792	18.286	1.675	0.004
23.733	8.780	18.231	1.683	0.012
23.737	8.743	18.183	1.683	0.004
23.742	8.719	18.128	1.700	-0.004
23.746	8.695	18.073	1.700	0.012
23.751	8.670	18.012	1.708	-0.004
23.756	8.640	17.951	1.708	0.004
23.760	8.622	17.903	1.708	0.004
23.765	8.597	17.842	1.732	0.004
23.769	8.567	17.787	1.724	0.004
23.774	8.555	17.732	1.732	0.004
23.778	8.518	17.677	1.749	0.004
23.783	8.494	17.622	1.757	0.004
23.787	8.475	17.574	1.757	0.012
23.792	8.445	17.501	1.765	0.004
23.796	8.421	17.452	1.765	0.004
23.801	8.390	17.397	1.765	0.012
23.806	8.366	17.336	1.782	0.012
23.810	8.341	17.269	1.782	0.012
23.815	8.317	17.221	1.790	0.012
23.819	8.287	17.160	1.798	0.004
23.824	8.256	17.111	1.806	0.004
23.828	8.226	17.050	1.814	0.004
23.833	8.214	16.983	1.814	0.020
23.837	8.183	16.916	1.814	0.004
23.842	8.159	16.874	1.822	0.012
23.847	8.116	16.801	1.839	0.004
23.851	8.104	16.740	1.839	0.004
23.856	8.067	16.673	1.847	0.004
23.860	8.043	16.618	1.855	-0.004
23.865	8.013	16.545	1.855	0.004
23.869	7.982	16.484	1.855	0.004
23.874	7.958	16.423	1.863	0.004
23.878	7.915	16.344	1.880	-0.004
23.883	7.903	16.283	1.888	0.004
23.887	7.867	16.210	1.888	0.004
