Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
623.311	-14.996	-32.979	-0.115	0.016
623.373	-15.087	-33.180	-0.098	0.016
623.436	-15.148	-33.344	-0.106	0.016
623.498	-15.239	-33.497	-0.106	0.016
623.561	-15.294	-33.655	-0.115	0.016
623.623	-15.367	-33.813	-0.106	0.008
623.686	-15.416	-33.935	-0.123	0.008
623.749	-15.465	-34.014	-0.123	0.016
623.811	-15.501	-34.099	-0.131	0.025
623.874	-15.520	-34.148	-0.115	-0.000
623.936	-15.513	-34.148	-0.131	0.025
623.999	-15.489	-34.063	-0.123	0.008
624.061	-15.428	-33.935	-0.123	0.016
624.124	-15.349	-33.746	-0.131	0.016
624.186	-15.264	-33.570	-0.123	0.008
624.249	-15.160	-33.332	-0.131	0.016
624.312	-15.039	-33.076	-0.139	0.008
624.374	-14.911	-32.803	-0.131	0.016
624.437	-14.765	-32.480	-0.131	0.016
624.499	-14.618	-32.133	-0.131	0.008
624.562	-14.454	-31.780	-0.131	0.016
624.624	-14.284	-31.402	-0.131	0.025
624.687	-14.101	-30.994	-0.139	0.008
624.749	-13.894	-30.562	-0.139	0.008
624.812	-13.699	-30.118	-0.156	0.016
624.874	-13.492	-29.649	-0.156	0.016
624.937	-13.267	-29.168	-0.164	0.008
625.000	-13.048	-28.675	-0.164	0.016
625.062	-12.829	-28.175	-0.164	0.008
625.125	-12.591	-27.658	-0.164	0.016
625.187	-12.354	-27.140	-0.164	0.008
625.250	-12.122	-26.635	-0.180	0.008
625.312	-11.891	-26.111	-0.164	-0.000
625.375	-11.647	-25.594	-0.180	0.025
625.437	-11.428	-25.095	-0.188	0.016
