Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
38.552	11.099	25.422	0.704	0.295
38.557	11.099	25.409	0.688	0.295
38.561	11.087	25.379	0.680	0.295
38.566	11.075	25.367	0.672	0.287
38.570	11.069	25.349	0.680	0.287
38.575	11.045	25.336	0.663	0.270
38.579	11.039	25.312	0.655	0.270
38.584	11.032	25.282	0.647	0.262
38.589	11.026	25.269	0.647	0.270
38.593	11.026	25.245	0.639	0.270
38.598	11.014	25.233	0.631	0.262
38.602	10.990	25.209	0.631	0.254
38.607	10.984	25.190	0.623	0.254
38.611	10.978	25.160	0.606	0.262
38.616	10.978	25.148	0.606	0.246
38.620	10.965	25.129	0.590	0.246
38.625	10.959	25.111	0.598	0.238
38.629	10.941	25.087	0.582	0.238
38.634	10.941	25.062	0.573	0.238
38.639	10.929	25.038	0.565	0.229
38.643	10.917	25.026	0.557	0.229
38.648	10.905	25.008	0.549	0.213
38.652	10.892	24.983	0.557	0.229
38.657	10.899	24.959	0.532	0.221
38.661	10.880	24.941	0.524	0.229
38.666	10.862	24.916	0.524	0.213
38.670	10.850	24.898	0.524	0.213
38.675	10.850	24.880	0.508	0.205
38.680	10.832	24.855	0.500	0.213
38.684	10.832	24.837	0.491	0.197
38.689	10.825	24.807	0.491	0.205
38.693	10.807	24.795	0.491	0.205
38.698	10.795	24.764	0.475	0.205
38.702	10.789	24.746	0.467	0.172
38.707	10.777	24.721	0.459	0.188
38.711	10.771	24.697	0.459	0.188
38.716	10.758	24.679	0.451	0.180
38.720	10.746	24.648	0.451	0.180
38.725	10.740	24.630	0.434	0.188
38.730	10.734	24.606	0.426	0.172
38.734	10.716	24.588	0.418	0.156
38.739	10.710	24.563	0.410	0.164
38.743	10.710	24.545	0.418	0.164
38.748	10.698	24.521	0.410	0.172
38.752	10.679	24.490	0.401	0.156
38.757	10.673	24.472	0.401	0.147
38.761	10.661	24.454	0.385	0.156
38.766	10.655	24.429	0.385	0.156
38.771	10.649	24.399	0.377	0.147
38.775	10.625	24.381	0.369	0.139
38.780	10.625	24.350	0.369	0.139
38.784	10.606	24.326	0.360	0.139
38.789	10.606	24.295	0.352	0.139
38.793	10.588	24.277	0.344	0.123
38.798	10.582	24.259	0.328	0.139
38.802	10.570	24.240	0.319	0.131
38.807	10.564	24.204	0.328	0.131
38.811	10.539	24.180	0.336	0.123
38.816	10.521	24.161	0.311	0.115
38.821	10.527	24.137	0.303	0.115
38.825	10.509	24.113	0.295	0.115
38.830	10.509	24.088	0.287	0.115
38.834	10.485	24.058	0.270	0.115
38.839	10.478	24.033	0.278	0.106
38.843	10.466	24.015	0.278	0.106
38.848	10.460	23.991	0.278	0.098
38.852	10.442	23.967	0.278	0.098
38.857	10.442	23.942	0.270	0.098
38.862	10.430	23.912	0.262	0.098
38.866	10.418	23.893	0.262	0.090
38.871	10.405	23.869	0.246	0.090
38.875	10.405	23.833	0.238	0.082
38.880	10.381	23.814	0.246	0.090
38.884	10.375	23.778	0.229	0.074
38.889	10.363	23.760	0.221	0.066
38.893	10.357	23.747	0.205	0.082
38.898	10.338	23.717	0.205	0.066
38.902	10.320	23.686	0.205	0.066
38.907	10.308	23.656	0.197	0.074
38.912	10.302	23.626	0.188	0.066
38.916	10.290	23.607	0.197	0.066
38.921	10.278	23.583	0.188	0.066
38.925	10.278	23.559	0.180	0.066
38.930	10.259	23.528	0.172	0.057
38.934	10.259	23.504	0.164	0.049
38.939	10.247	23.479	0.164	0.049
38.943	10.223	23.449	0.156	0.057
38.948	10.217	23.431	0.147	0.049
38.953	10.211	23.400	0.139	0.041
38.957	10.198	23.370	0.147	0.033
38.962	10.186	23.345	0.123	0.041
38.966	10.180	23.321	0.123	0.025
38.971	10.162	23.291	0.123	0.033
38.975	10.144	23.266	0.115	0.025
38.980	10.137	23.242	0.106	0.033
38.984	10.131	23.218	0.106	0.016
38.989	10.119	23.187	0.115	0.025
38.993	10.107	23.163	0.098	0.016
38.998	10.101	23.132	0.098	0.016
39.003	10.083	23.102	0.090	0.016
39.007	10.077	23.072	0.098	0.016
39.012	10.064	23.053	0.074	0.016
39.016	10.064	23.029	0.082	0.008
39.021	10.046	22.986	0.066	0.008
39.025	10.040	22.974	0.066	-0.000
39.030	10.016	22.950	0.057	-0.008
39.034	10.010	22.919	0.057	-0.000
39.039	9.997	22.895	0.049	0.008
39.044	9.991	22.865	0.049	-0.000
39.048	9.973	22.834	0.041	-0.000
39.053	9.973	22.804	0.025	-0.016
39.057	9.949	22.779	0.025	-0.008
39.062	9.949	22.755	0.033	0.008
39.066	9.937	22.724	0.016	-0.025
39.071	9.918	22.700	0.016	-0.025
39.075	9.912	22.658	0.016	-0.025
39.080	9.906	22.633	0.025	-0.025
39.084	9.894	22.615	-0.000	-0.025
39.089	9.888	22.584	-0.000	-0.025
39.094	9.864	22.560	-0.000	-0.025
39.098	9.870	22.530	-0.000	-0.041
39.103	9.839	22.493	-0.008	-0.033
39.107	9.839	22.475	-0.016	-0.033
39.112	9.827	22.444	-0.016	-0.033
39.116	9.815	22.414	-0.016	-0.041
39.121	9.803	22.396	-0.016	-0.033
39.125	9.803	22.353	-0.025	-0.049
39.130	9.784	22.329	-0.041	-0.033
39.135	9.772	22.292	-0.049	-0.041
39.139	9.766	22.274	-0.049	-0.041
39.144	9.748	22.244	-0.033	-0.041
39.148	9.748	22.213	-0.049	-0.041
39.153	9.730	22.183	-0.057	-0.041
39.157	9.711	22.170	-0.057	-0.057
39.162	9.705	22.140	-0.066	-0.057
39.166	9.699	22.103	-0.066	-0.049
39.171	9.681	22.073	-0.057	-0.057
39.175	9.675	22.049	-0.066	-0.057
39.180	9.657	22.012	-0.066	-0.074
39.185	9.669	21.988	-0.090	-0.066
39.189	9.638	21.963	-0.090	-0.066
39.194	9.620	21.933	-0.098	-0.074
39.198	9.620	21.903	-0.090	-0.066
39.203	9.602	21.872	-0.098	-0.066
39.207	9.602	21.842	-0.090	-0.074
39.212	9.583	21.811	-0.098	-0.066
39.216	9.577	21.793	-0.106	-0.066
39.221	9.571	21.750	-0.115	-0.066
39.226	9.553	21.726	-0.106	-0.066
39.230	9.535	21.696	-0.115	-0.074
39.235	9.529	21.659	-0.115	-0.098
39.239	9.523	21.635	-0.123	-0.082
39.244	9.504	21.610	-0.115	-0.082
39.248	9.498	21.586	-0.131	-0.090
39.253	9.480	21.549	-0.131	-0.090
39.257	9.468	21.531	-0.139	-0.082
39.262	9.456	21.495	-0.147	-0.082
39.266	9.443	21.464	-0.139	-0.090
39.271	9.425	21.446	-0.131	-0.098
39.276	9.425	21.409	-0.131	-0.098
39.280	9.407	21.385	-0.139	-0.090
39.285	9.401	21.342	-0.139	-0.106
39.289	9.395	21.324	-0.147	-0.098
39.294	9.383	21.294	-0.147	-0.098
39.298	9.364	21.263	-0.156	-0.098
39.303	9.346	21.239	-0.147	-0.098
39.307	9.346	21.209	-0.156	-0.098
39.312	9.334	21.178	-0.172	-0.106
39.317	9.316	21.148	-0.156	-0.106
39.321	9.309	21.117	-0.172	-0.106
39.326	9.297	21.081	-0.172	-0.106
39.330	9.279	21.062	-0.164	-0.115
39.335	9.273	21.026	-0.164	-0.106
39.339	9.255	20.995	-0.180	-0.106
39.344	9.243	20.971	-0.188	-0.115
39.348	9.230	20.941	-0.180	-0.106
39.353	9.218	20.916	-0.188	-0.115
39.357	9.206	20.880	-0.188	-0.123
39.362	9.188	20.849	-0.197	-0.131
39.367	9.176	20.831	-0.197	-0.115
39.371	9.163	20.788	-0.197	-0.123
39.376	9.157	20.764	-0.197	-0.123
39.380	9.145	20.734	-0.205	-0.123
39.385	9.133	20.703	-0.197	-0.131
39.389	9.115	20.679	-0.205	-0.123
39.394	9.102	20.648	-0.213	-0.131
39.398	9.102	20.624	-0.213	-0.123
39.403	9.084	20.587	-0.213	-0.139
39.408	9.060	20.551	-0.221	-0.131
39.412	9.054	20.521	-0.213	-0.123
39.417	9.042	20.496	-0.221	-0.139
39.421	9.036	20.460	-0.221	-0.139
39.426	9.011	20.441	-0.229	-0.147
39.430	9.011	20.417	-0.229	-0.131
39.435	8.993	20.374	-0.238	-0.131
39.439	8.981	20.356	-0.229	-0.115
39.444	8.969	20.320	-0.229	-0.139
39.448	8.950	20.301	-0.229	-0.147
39.453	8.944	20.259	-0.229	-0.147
39.458	8.920	20.234	-0.238	-0.131
39.462	8.920	20.198	-0.238	-0.139
39.467	8.902	20.173	-0.246	-0.139
39.471	8.889	20.143	-0.246	-0.139
39.476	8.877	20.119	-0.246	-0.147
39.480	8.865	20.082	-0.246	-0.164
39.485	8.853	20.058	-0.246	-0.147
39.489	8.829	20.015	-0.254	-0.147
39.494	8.822	20.003	-0.262	-0.156
39.499	8.816	19.966	-0.262	-0.147
39.503	8.792	19.936	-0.254	-0.147
39.508	8.786	19.906	-0.262	-0.156
39.512	8.768	19.875	-0.270	-0.156
39.517	8.755	19.851	-0.278	-0.156
39.521	8.749	19.802	-0.278	-0.156
39.526	8.731	19.790	-0.278	-0.156
39.530	8.719	19.759	-0.278	-0.147
39.535	8.707	19.723	-0.287	-0.164
39.539	8.682	19.705	-0.278	-0.164
39.544	8.676	19.668	-0.270	-0.164
39.549	8.664	19.644	-0.295	-0.164
39.553	8.652	19.601	-0.287	-0.164
39.558	8.646	19.571	-0.287	-0.164
39.562	8.621	19.546	-0.287	-0.164
39.567	8.609	19.516	-0.295	-0.156
39.571	8.597	19.486	-0.278	-0.172
39.576	8.585	19.467	-0.287	-0.164
39.580	8.567	19.431	-0.278	-0.164
39.585	8.555	19.406	-0.295	-0.172
39.590	8.536	19.370	-0.287	-0.164
39.594	8.536	19.339	-0.303	-0.164
39.599	8.512	19.309	-0.295	-0.164
39.603	8.500	19.285	-0.311	-0.180
39.608	8.494	19.254	-0.303	-0.180
39.612	8.475	19.218	-0.319	-0.172
39.617	8.457	19.187	-0.303	-0.164
39.621	8.445	19.163	-0.319	-0.164
39.626	8.439	19.132	-0.311	-0.188
39.630	8.421	19.108	-0.319	-0.188
39.635	8.402	19.072	-0.319	-0.172
39.640	8.390	19.035	-0.311	-0.172
39.644	8.384	19.017	-0.319	-0.164
39.649	8.372	18.974	-0.319	-0.172
39.653	8.360	18.962	-0.319	-0.180
39.658	8.341	18.925	-0.336	-0.180
39.662	8.323	18.895	-0.336	-0.180
39.667	8.311	18.865	-0.319	-0.180
39.671	8.299	18.840	-0.344	-0.180
39.676	8.281	18.804	-0.336	-0.205
39.681	8.281	18.773	-0.344	-0.197
39.685	8.256	18.749	-0.344	-0.197
39.690	8.244	18.712	-0.328	-0.197
39.694	8.238	18.694	-0.328	-0.197
39.699	8.214	18.651	-0.336	-0.197
39.703	8.201	18.633	-0.336	-0.188
39.708	8.189	18.597	-0.352	-0.197
39.712	8.177	18.566	-0.344	-0.197
39.717	8.159	18.536	-0.336	-0.197
39.721	8.141	18.505	-0.344	-0.197
39.726	8.134	18.481	-0.352	-0.197
39.731	8.110	18.438	-0.352	-0.197
39.735	8.104	18.414	-0.360	-0.205
39.740	8.086	18.390	-0.360	-0.197
39.744	8.080	18.353	-0.360	-0.197
39.749	8.061	18.323	-0.369	-0.197
39.753	8.043	18.298	-0.369	-0.205
39.758	8.037	18.280	-0.352	-0.213
39.762	8.031	18.244	-0.377	-0.197
39.767	8.007	18.207	-0.360	-0.205
39.772	7.988	18.183	-0.360	-0.213
39.776	7.964	18.146	-0.377	-0.197
39.781	7.958	18.122	-0.377	-0.205
39.785	7.940	18.091	-0.377	-0.205
39.790	7.934	18.061	-0.385	-0.213
39.794	7.915	18.037	-0.385	-0.213
39.799	7.897	17.994	-0.385	-0.205
39.803	7.891	17.976	-0.377	-0.221
39.808	7.873	17.939	-0.385	-0.213
39.812	7.854	17.915	-0.393	-0.213
39.817	7.842	17.890	-0.393	-0.205
39.822	7.824	17.854	-0.393	-0.221
39.826	7.818	17.823	-0.393	-0.213
39.831	7.800	17.793	-0.393	-0.213
39.835	7.787	17.763	-0.401	-0.213
39.840	7.769	17.732	-0.393	-0.229
39.844	7.757	17.714	-0.385	-0.221
39.849	7.739	17.671	-0.410	-0.213
39.853	7.720	17.641	-0.410	-0.213
39.858	7.702	17.616	-0.410	-0.221
39.863	7.690	17.586	-0.418	-0.221
39.867	7.678	17.549	-0.410	-0.229
39.872	7.660	17.537	-0.418	-0.229
39.876	7.653	17.495	-0.418	-0.221
39.881	7.629	17.464	-0.410	-0.221
39.885	7.623	17.428	-0.410	-0.229
39.890	7.611	17.409	-0.418	-0.229
39.894	7.580	17.367	-0.418	-0.238
39.899	7.574	17.342	-0.418	-0.229
39.903	7.550	17.300	-0.426	-0.238
39.908	7.538	17.288	-0.434	-0.246
39.913	7.513	17.251	-0.434	-0.238
39.917	7.501	17.233	-0.442	-0.238
39.922	7.489	17.202	-0.442	-0.238
39.926	7.471	17.160	-0.434	-0.229
39.931	7.459	17.135	-0.434	-0.238
39.935	7.440	17.099	-0.451	-0.221
39.940	7.422	17.075	-0.442	-0.238
39.944	7.410	17.038	-0.434	-0.238
39.949	7.392	17.014	-0.442	-0.262
39.954	7.379	16.989	-0.459	-0.254
39.958	7.355	16.947	-0.442	-0.246
39.963	7.343	16.922	-0.459	-0.246
39.967	7.325	16.892	-0.451	-0.254
39.972	7.306	16.868	-0.467	-0.254
39.976	7.288	16.843	-0.467	-0.246
39.981	7.276	16.807	-0.467	-0.262
39.985	7.258	16.770	-0.467	-0.254
39.990	7.239	16.740	-0.467	-0.254
39.994	7.221	16.715	-0.475	-0.270
39.999	7.209	16.685	-0.467	-0.262
40.004	7.197	16.654	-0.483	-0.246
40.008	7.191	16.624	-0.483	-0.262
40.013	7.160	16.600	-0.475	-0.262
40.017	7.142	16.569	-0.491	-0.270
40.022	7.124	16.533	-0.483	-0.262
40.026	7.112	16.502	-0.491	-0.270
40.031	7.087	16.472	-0.491	-0.270
40.035	7.075	16.435	-0.491	-0.270
40.040	7.063	16.423	-0.500	-0.278
40.045	7.045	16.380	-0.491	-0.278
40.049	7.020	16.350	-0.508	-0.270
40.054	7.020	16.320	-0.516	-0.270
40.058	7.002	16.295	-0.516	-0.278
40.063	6.984	16.271	-0.508	-0.270
40.067	6.972	16.240	-0.516	-0.278
40.072	6.953	16.192	-0.524	-0.270
40.076	6.941	16.173	-0.524	-0.278
40.081	6.929	16.149	-0.516	-0.278
40.085	6.905	16.113	-0.532	-0.278
40.090	6.886	16.082	-0.532	-0.278
40.095	6.874	16.052	-0.524	-0.278
40.099	6.856	16.021	-0.549	-0.287
40.104	6.844	15.985	-0.549	-0.303
40.108	6.825	15.960	-0.541	-0.287
40.113	6.813	15.918	-0.549	-0.287
40.117	6.795	15.893	-0.549	-0.287
40.122	6.777	15.857	-0.549	-0.287
40.126	6.765	15.833	-0.557	-0.287
40.131	6.746	15.802	-0.557	-0.303
40.136	6.728	15.772	-0.557	-0.303
40.140	6.710	15.741	-0.565	-0.295
40.145	6.698	15.711	-0.582	-0.295
40.149	6.679	15.686	-0.565	-0.303
40.154	6.673	15.644	-0.582	-0.311
40.158	6.649	15.613	-0.582	-0.303
40.163	6.631	15.583	-0.582	-0.303
40.167	6.625	15.559	-0.582	-0.311
40.172	6.612	15.528	-0.582	-0.319
40.176	6.588	15.504	-0.582	-0.319
40.181	6.570	15.461	-0.590	-0.311
40.186	6.551	15.431	-0.598	-0.319
40.190	6.539	15.406	-0.606	-0.328
40.195	6.527	15.370	-0.614	-0.336
40.199	6.503	15.333	-0.606	-0.319
40.204	6.491	15.303	-0.614	-0.311
40.208	6.472	15.279	-0.614	-0.328
40.213	6.448	15.242	-0.623	-0.328
40.217	6.442	15.205	-0.623	-0.328
40.222	6.424	15.175	-0.614	-0.319
40.227	6.405	15.145	-0.614	-0.336
40.231	6.387	15.120	-0.631	-0.336
40.236	6.375	15.090	-0.639	-0.344
40.240	6.363	15.059	-0.639	-0.344
40.245	6.344	15.023	-0.647	-0.344
40.249	6.332	14.992	-0.639	-0.344
40.254	6.320	14.950	-0.631	-0.336
40.258	6.302	14.925	-0.655	-0.352
40.263	6.290	14.895	-0.655	-0.344
40.267	6.278	14.865	-0.663	-0.352
40.272	6.259	14.840	-0.672	-0.344
40.277	6.241	14.804	-0.663	-0.336
40.281	6.229	14.773	-0.672	-0.344
40.286	6.204	14.731	-0.663	-0.344
40.290	6.192	14.712	-0.672	-0.344
40.295	6.168	14.670	-0.680	-0.360
40.299	6.150	14.639	-0.672	-0.360
40.304	6.131	14.621	-0.688	-0.360
40.308	6.119	14.591	-0.688	-0.352
40.313	6.107	14.560	-0.688	-0.369
40.318	6.089	14.517	-0.696	-0.360
40.322	6.064	14.481	-0.696	-0.360
40.327	6.046	14.457	-0.696	-0.377
40.331	6.034	14.420	-0.704	-0.377
40.336	6.028	14.390	-0.721	-0.377
40.340	6.004	14.359	-0.704	-0.369
40.345	5.985	14.329	-0.704	-0.377
40.349	5.967	14.286	-0.721	-0.377
40.354	5.949	14.256	-0.729	-0.377
40.358	5.943	14.231	-0.729	-0.385
40.363	5.930	14.195	-0.745	-0.385
40.368	5.900	14.170	-0.737	-0.385
40.372	5.888	14.134	-0.745	-0.393
40.377	5.870	14.110	-0.745	-0.385
40.381	5.857	14.067	-0.745	-0.393
40.386	5.839	14.030	-0.754	-0.393
40.390	5.827	13.994	-0.754	-0.410
40.395	5.815	13.970	-0.762	-0.401
40.399	5.778	13.933	-0.762	-0.393
40.404	5.772	13.909	-0.770	-0.401
40.409	5.760	13.872	-0.770	-0.410
40.413	5.748	13.829	-0.778	-0.410
40.418	5.717	13.811	-0.778	-0.401
40.422	5.717	13.775	-0.778	-0.401
40.427	5.705	13.744	-0.778	-0.410
40.431	5.669	13.714	-0.786	-0.418
40.436	5.663	13.677	-0.795	-0.401
40.440	5.644	13.647	-0.786	-0.410
40.445	5.632	13.610	-0.803	-0.418
40.449	5.608	13.580	-0.811	-0.434
40.454	5.583	13.543	-0.803	-0.426
40.459	5.571	13.513	-0.803	-0.418
40.463	5.553	13.476	-0.811	-0.426
40.468	5.547	13.452	-0.811	-0.426
40.472	5.516	13.409	-0.819	-0.418
40.477	5.498	13.385	-0.819	-0.442
40.481	5.480	13.342	-0.835	-0.426
40.486	5.468	13.318	-0.827	-0.434
40.490	5.449	13.275	-0.835	-0.442
40.495	5.431	13.239	-0.860	-0.442
40.500	5.413	13.215	-0.835	-0.434
40.504	5.389	13.184	-0.852	-0.442
40.509	5.383	13.148	-0.860	-0.442
40.513	5.358	13.123	-0.852	-0.442
40.518	5.346	13.081	-0.852	-0.434
40.522	5.328	13.044	-0.852	-0.451
40.527	5.316	13.014	-0.876	-0.451
40.531	5.291	12.977	-0.885	-0.459
40.536	5.273	12.947	-0.868	-0.459
40.540	5.261	12.922	-0.885	-0.459
40.545	5.242	12.874	-0.893	-0.459
40.550	5.218	12.849	-0.893	-0.459
40.554	5.212	12.813	-0.901	-0.459
40.559	5.188	12.776	-0.901	-0.475
40.563	5.163	12.746	-0.909	-0.467
40.568	5.151	12.709	-0.909	-0.459
40.572	5.127	12.679	-0.917	-0.483
40.577	5.121	12.642	-0.909	-0.483
40.581	5.090	12.612	-0.926	-0.483
40.586	5.072	12.575	-0.917	-0.483
40.591	5.060	12.539	-0.926	-0.483
40.595	5.035	12.508	-0.934	-0.475
40.600	5.017	12.466	-0.934	-0.483
40.604	4.993	12.441	-0.942	-0.491
40.609	4.975	12.405	-0.950	-0.483
40.613	4.950	12.368	-0.950	-0.491
40.618	4.938	12.332	-0.950	-0.491
40.622	4.926	12.301	-0.967	-0.491
40.627	4.902	12.259	-0.950	-0.500
40.631	4.877	12.234	-0.967	-0.500
40.636	4.865	12.198	-0.975	-0.508
40.641	4.841	12.155	-0.975	-0.508
40.645	4.828	12.119	-0.983	-0.500
40.650	4.816	12.082	-0.991	-0.516
40.654	4.786	12.058	-0.991	-0.508
40.659	4.768	12.027	-0.999	-0.516
40.663	4.749	11.985	-1.007	-0.524
40.668	4.725	11.954	-1.016	-0.516
40.672	4.713	11.906	-1.007	-0.524
40.677	4.688	11.875	-1.024	-0.532
40.682	4.670	11.851	-1.016	-0.524
40.686	4.652	11.802	-1.032	-0.532
40.691	4.634	11.772	-1.024	-0.532
40.695	4.615	11.735	-1.040	-0.541
40.700	4.591	11.705	-1.048	-0.541
40.704	4.573	11.662	-1.040	-0.532
40.709	4.548	11.626	-1.048	-0.532
40.713	4.524	11.601	-1.057	-0.541
40.718	4.518	11.559	-1.057	-0.541
40.722	4.488	11.528	-1.065	-0.541
40.727	4.463	11.486	-1.081	-0.549
40.732	4.451	11.455	-1.081	-0.557
40.736	4.433	11.425	-1.089	-0.557
40.741	4.396	11.382	-1.089	-0.565
40.745	4.384	11.345	-1.106	-0.557
40.750	4.366	11.309	-1.106	-0.573
40.754	4.341	11.272	-1.114	-0.565
40.759	4.317	11.242	-1.106	-0.557
40.763	4.299	11.205	-1.130	-0.573
40.768	4.281	11.175	-1.114	-0.565
40.773	4.256	11.132	-1.130	-0.573
40.777	4.238	11.096	-1.147	-0.582
40.782	4.207	11.053	-1.139	-0.582
40.786	4.189	11.035	-1.147	-0.590
40.791	4.177	10.980	-1.147	-0.582
40.795	4.147	10.950	-1.155	-0.598
40.800	4.128	10.925	-1.171	-0.598
40.804	4.098	10.864	-1.171	-0.598
40.809	4.086	10.840	-1.171	-0.598
40.813	4.067	10.804	-1.196	-0.606
40.818	4.037	10.767	-1.196	-0.606
40.823	4.013	10.737	-1.196	-0.598
40.827	4.000	10.694	-1.204	-0.614
40.832	3.976	10.651	-1.204	-0.606
40.836	3.952	10.621	-1.212	-0.623
40.841	3.934	10.578	-1.220	-0.614
40.845	3.909	10.548	-1.229	-0.614
40.850	3.885	10.505	-1.229	-0.623
40.854	3.867	10.469	-1.237	-0.623
40.859	3.842	10.432	-1.253	-0.647
40.864	3.830	10.390	-1.253	-0.639
40.868	3.793	10.347	-1.261	-0.639
40.873	3.775	10.317	-1.261	-0.631
40.877	3.757	10.268	-1.270	-0.647
40.882	3.739	10.243	-1.278	-0.639
40.886	3.720	10.207	-1.294	-0.639
40.891	3.690	10.164	-1.294	-0.655
40.895	3.672	10.122	-1.311	-0.655
40.900	3.660	10.079	-1.311	-0.663
40.904	3.635	10.049	-1.319	-0.647
40.909	3.611	10.012	-1.311	-0.663
40.914	3.593	9.976	-1.327	-0.680
40.918	3.568	9.927	-1.335	-0.663
40.923	3.550	9.896	-1.343	-0.680
40.927	3.520	9.854	-1.343	-0.672
40.932	3.501	9.817	-1.368	-0.672
40.936	3.477	9.781	-1.368	-0.680
40.941	3.459	9.738	-1.368	-0.688
40.945	3.440	9.702	-1.376	-0.688
40.950	3.422	9.665	-1.392	-0.688
40.955	3.398	9.622	-1.392	-0.696
40.959	3.373	9.574	-1.401	-0.696
40.964	3.355	9.537	-1.401	-0.704
40.968	3.331	9.501	-1.409	-0.713
40.973	3.300	9.464	-1.409	-0.704
40.977	3.288	9.415	-1.425	-0.704
40.982	3.258	9.385	-1.450	-0.729
40.986	3.239	9.336	-1.442	-0.729
40.991	3.221	9.300	-1.433	-0.721
40.995	3.203	9.251	-1.458	-0.729
41.000	3.166	9.227	-1.458	-0.737
41.005	3.148	9.184	-1.450	-0.737
41.009	3.130	9.148	-1.466	-0.745
41.014	3.118	9.099	-1.474	-0.737
41.018	3.081	9.056	-1.483	-0.737
41.023	3.075	9.014	-1.491	-0.754
41.027	3.051	8.971	-1.499	-0.745
41.032	3.026	8.928	-1.515	-0.754
41.036	3.008	8.892	-1.515	-0.754
41.041	2.978	8.849	-1.524	-0.762
41.046	2.972	8.813	-1.532	-0.762
41.050	2.941	8.776	-1.540	-0.754
41.055	2.923	8.734	-1.556	-0.770
41.059	2.899	8.691	-1.548	-0.778
41.064	2.874	8.654	-1.556	-0.786
41.068	2.862	8.612	-1.564	-0.786
41.073	2.832	8.563	-1.581	-0.786
41.077	2.819	8.521	-1.573	-0.795
41.082	2.789	8.484	-1.597	-0.803
41.086	2.765	8.447	-1.605	-0.795
41.091	2.746	8.405	-1.597	-0.803
41.096	2.728	8.362	-1.614	-0.803
41.100	2.704	8.320	-1.622	-0.811
41.105	2.698	8.277	-1.622	-0.811
41.109	2.661	8.240	-1.638	-0.819
41.114	2.643	8.192	-1.646	-0.819
41.118	2.618	8.149	-1.655	-0.819
41.123	2.612	8.113	-1.663	-0.827
41.127	2.582	8.058	-1.663	-0.819
41.132	2.551	8.021	-1.671	-0.827
41.137	2.539	7.979	-1.679	-0.835
41.141	2.515	7.930	-1.696	-0.835
41.146	2.491	7.887	-1.696	-0.835
41.150	2.478	7.845	-1.712	-0.844
41.155	2.448	7.802	-1.720	-0.852
41.159	2.436	7.759	-1.712	-0.852
41.164	2.418	7.717	-1.728	-0.844
41.168	2.393	7.674	-1.736	-0.860
41.173	2.375	7.638	-1.745	-0.868
41.177	2.344	7.583	-1.753	-0.868
41.182	2.332	7.540	-1.761	-0.868
41.187	2.308	7.504	-1.769	-0.868
41.191	2.296	7.455	-1.761	-0.868
41.196	2.265	7.400	-1.794	-0.876
41.200	2.253	7.364	-1.777	-0.868
41.205	2.223	7.321	-1.802	-0.885
41.209	2.204	7.278	-1.794	-0.893
41.214	2.174	7.230	-1.802	-0.893
41.218	2.156	7.193	-1.810	-0.901
41.223	2.144	7.151	-1.827	-0.893
41.228	2.107	7.102	-1.835	-0.901
41.232	2.095	7.053	-1.843	-0.909
41.237	2.077	7.017	-1.843	-0.917
41.241	2.052	6.968	-1.851	-0.909
41.246	2.034	6.919	-1.859	-0.926
41.250	2.010	6.883	-1.859	-0.917
41.255	1.979	6.834	-1.876	-0.926
41.259	1.967	6.785	-1.884	-0.926
41.264	1.943	6.737	-1.892	-0.934
41.268	1.930	6.700	-1.892	-0.934
41.273	1.906	6.657	-1.908	-0.942
41.278	1.882	6.609	-1.917	-0.942
41.282	1.863	6.566	-1.917	-0.942
41.287	1.839	6.524	-1.917	-0.942
41.291	1.821	6.469	-1.925	-0.950
41.296	1.803	6.420	-1.933	-0.950
41.300	1.778	6.384	-1.949	-0.967
41.305	1.748	6.335	-1.949	-0.958
41.309	1.730	6.286	-1.949	-0.950
41.314	1.717	6.243	-1.974	-0.958
41.319	1.687	6.195	-1.958	-0.983
41.323	1.675	6.146	-1.982	-0.975
41.328	1.650	6.103	-1.982	-0.975
41.332	1.620	6.055	-1.999	-0.983
41.337	1.602	6.006	-2.007	-0.975
41.341	1.577	5.963	-1.999	-0.975
41.346	1.565	5.915	-2.015	-0.999
41.350	1.541	5.872	-2.031	-0.991
41.355	1.516	5.811	-2.023	-0.999
41.359	1.498	5.781	-2.040	-0.999
41.364	1.468	5.726	-2.031	-0.999
41.369	1.456	5.683	-2.048	-0.991
41.373	1.425	5.635	-2.056	-1.007
41.378	1.401	5.592	-2.064	-1.007
41.382	1.383	5.543	-2.080	-1.007
41.387	1.358	5.501	-2.064	-1.024
41.391	1.340	5.446	-2.089	-1.024
41.396	1.316	5.403	-2.097	-1.024
41.400	1.297	5.367	-2.105	-1.032
41.405	1.273	5.306	-2.097	-1.024
41.410	1.242	5.257	-2.105	-1.040
41.414	1.230	5.215	-2.130	-1.040
41.419	1.212	5.166	-2.121	-1.048
41.423	1.182	5.105	-2.130	-1.032
41.428	1.169	5.068	-2.138	-1.048
41.432	1.145	5.020	-2.138	-1.048
41.437	1.121	4.965	-2.162	-1.057
41.441	1.096	4.922	-2.162	-1.048
41.446	1.084	4.886	-2.171	-1.057
41.450	1.048	4.837	-2.179	-1.065
41.455	1.029	4.776	-2.187	-1.065
41.460	1.011	4.740	-2.179	-1.073
41.464	0.987	4.685	-2.187	-1.073
41.469	0.956	4.630	-2.195	-1.073
41.473	0.938	4.581	-2.195	-1.073
41.478	0.920	4.533	-2.220	-1.081
