Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
0.000	0.019	-2.451	2.425	1.212
0.005	0.043	-2.396	2.416	1.220
0.009	0.067	-2.341	2.433	1.229
0.014	0.086	-2.292	2.433	1.229
0.018	0.116	-2.238	2.441	1.229
0.023	0.128	-2.189	2.433	1.220
0.027	0.153	-2.134	2.449	1.229
0.032	0.177	-2.091	2.465	1.245
0.036	0.195	-2.037	2.465	1.237
0.041	0.226	-1.982	2.465	1.245
0.045	0.238	-1.939	2.465	1.237
0.050	0.262	-1.884	2.474	1.253
0.055	0.281	-1.842	2.482	1.253
0.059	0.299	-1.781	2.498	1.253
0.064	0.329	-1.732	2.490	1.245
0.068	0.348	-1.690	2.506	1.261
0.073	0.366	-1.635	2.506	1.253
0.077	0.396	-1.586	2.506	1.270
0.082	0.414	-1.531	2.515	1.253
0.086	0.439	-1.476	2.515	1.261
0.091	0.457	-1.422	2.531	1.253
0.096	0.475	-1.379	2.523	1.270
0.100	0.494	-1.330	2.531	1.261
0.105	0.518	-1.269	2.539	1.270
0.109	0.536	-1.221	2.539	1.278
0.114	0.555	-1.178	2.556	1.286
0.118	0.567	-1.123	2.556	1.278
0.123	0.591	-1.069	2.564	1.270
0.127	0.609	-1.014	2.572	1.278
0.132	0.628	-0.965	2.564	1.294
0.136	0.658	-0.916	2.572	1.278
0.141	0.682	-0.874	2.580	1.294
0.146	0.701	-0.813	2.580	1.294
0.150	0.713	-0.764	2.605	1.294
0.155	0.743	-0.722	2.588	1.294
0.159	0.768	-0.655	2.597	1.311
0.164	0.786	-0.618	2.597	1.302
0.168	0.798	-0.557	2.605	1.294
0.173	0.822	-0.508	2.621	1.302
0.177	0.841	-0.454	2.613	1.311
0.182	0.859	-0.405	2.629	1.311
0.187	0.889	-0.350	2.621	1.302
0.191	0.902	-0.301	2.621	1.311
0.196	0.932	-0.259	2.629	1.311
0.200	0.950	-0.198	2.637	1.311
0.205	0.969	-0.149	2.637	1.311
0.209	0.981	-0.094	2.637	1.319
0.214	1.017	-0.052	2.654	1.311
0.218	1.035	0.003	2.654	1.327
0.223	1.060	0.058	2.654	1.319
0.227	1.072	0.113	2.662	1.319
0.232	1.096	0.167	2.678	1.327
0.237	1.121	0.216	2.662	1.335
0.241	1.145	0.259	2.678	1.335
0.246	1.169	0.313	2.678	1.327
0.250	1.182	0.368	2.678	1.335
0.255	1.206	0.417	2.687	1.327
0.259	1.218	0.466	2.687	1.343
0.264	1.242	0.527	2.695	1.343
0.268	1.267	0.575	2.695	1.335
0.273	1.285	0.624	2.695	1.335
0.278	1.316	0.673	2.711	1.343
0.282	1.322	0.727	2.711	1.343
0.287	1.340	0.770	2.719	1.343
0.291	1.370	0.831	2.711	1.352
0.296	1.389	0.874	2.719	1.343
0.300	1.413	0.934	2.719	1.343
0.305	1.431	0.983	2.719	1.360
0.309	1.456	1.032	2.728	1.335
0.314	1.480	1.087	2.728	1.352
0.318	1.492	1.135	2.736	1.343
0.323	1.523	1.184	2.736	1.352
0.328	1.547	1.233	2.736	1.360
0.332	1.559	1.282	2.736	1.352
0.337	1.583	1.342	2.744	1.352
0.341	1.614	1.397	2.760	1.368
0.346	1.626	1.434	2.744	1.376
0.350	1.644	1.501	2.760	1.360
0.355	1.675	1.549	2.760	1.343
0.359	1.693	1.604	2.769	1.376
0.364	1.711	1.647	2.760	1.368
0.369	1.736	1.696	2.777	1.368
0.373	1.748	1.744	2.777	1.360
0.378	1.772	1.793	2.777	1.368
0.382	1.797	1.860	2.777	1.360
0.387	1.815	1.903	2.777	1.368
0.391	1.833	1.951	2.777	1.368
0.396	1.863	2.006	2.785	1.376
0.400	1.882	2.061	2.785	1.368
0.405	1.894	2.097	2.793	1.376
0.409	1.930	2.158	2.793	1.368
0.414	1.943	2.207	2.801	1.384
0.419	1.979	2.256	2.801	1.384
0.423	1.985	2.304	2.801	1.376
0.428	2.016	2.353	2.801	1.368
0.432	2.034	2.408	2.793	1.384
0.437	2.058	2.457	2.809	1.384
0.441	2.083	2.511	2.818	1.376
0.446	2.101	2.566	2.809	1.384
0.450	2.125	2.609	2.801	1.376
0.455	2.150	2.664	2.818	1.384
0.460	2.174	2.706	2.826	1.392
0.464	2.192	2.761	2.826	1.392
0.469	2.211	2.816	2.818	1.384
0.473	2.229	2.858	2.826	1.384
0.478	2.253	2.913	2.826	1.392
0.482	2.271	2.974	2.826	1.384
0.487	2.296	3.011	2.842	1.401
0.491	2.314	3.078	2.842	1.392
0.496	2.344	3.114	2.850	1.392
0.500	2.351	3.175	2.834	1.384
0.505	2.381	3.224	2.834	1.384
0.510	2.399	3.272	2.859	1.401
0.514	2.418	3.321	2.850	1.376
0.519	2.448	3.370	2.859	1.401
0.523	2.460	3.419	2.850	1.409
0.528	2.484	3.479	2.859	1.392
0.532	2.509	3.522	2.850	1.392
0.537	2.533	3.571	2.850	1.401
0.541	2.551	3.626	2.859	1.401
0.546	2.570	3.662	2.867	1.401
0.551	2.594	3.717	2.859	1.409
0.555	2.612	3.766	2.859	1.401
0.560	2.637	3.814	2.883	1.401
0.564	2.649	3.881	2.883	1.401
0.569	2.679	3.924	2.867	1.401
0.573	2.692	3.966	2.875	1.401
0.578	2.716	4.021	2.883	1.409
0.582	2.740	4.070	2.883	1.401
0.587	2.765	4.119	2.883	1.401
0.591	2.789	4.173	2.891	1.401
0.596	2.801	4.222	2.883	1.409
0.601	2.813	4.271	2.891	1.401
0.605	2.850	4.320	2.891	1.392
0.610	2.862	4.368	2.891	1.417
0.614	2.886	4.423	2.883	1.409
0.619	2.899	4.466	2.891	1.409
0.623	2.929	4.520	2.883	1.417
0.628	2.941	4.563	2.900	1.401
0.632	2.965	4.612	2.908	1.409
0.637	2.990	4.667	2.900	1.417
0.642	3.008	4.721	2.900	1.409
0.646	3.032	4.770	2.891	1.409
0.651	3.051	4.813	2.916	1.417
0.655	3.075	4.855	2.891	1.409
0.660	3.087	4.910	2.908	1.409
0.664	3.106	4.959	2.908	1.409
0.669	3.130	5.008	2.916	1.409
0.673	3.148	5.056	2.916	1.425
0.678	3.172	5.105	2.924	1.417
0.682	3.185	5.148	2.908	1.409
0.687	3.215	5.196	2.908	1.425
0.692	3.227	5.245	2.916	1.409
0.696	3.246	5.300	2.916	1.417
0.701	3.270	5.349	2.916	1.425
0.705	3.288	5.397	2.916	1.409
0.710	3.300	5.446	2.924	1.417
0.714	3.331	5.495	2.916	1.425
0.719	3.349	5.543	2.924	1.409
0.723	3.373	5.592	2.916	1.417
0.728	3.392	5.635	2.932	1.409
0.733	3.410	5.689	2.932	1.417
0.737	3.440	5.738	2.932	1.409
0.742	3.453	5.781	2.932	1.425
0.746	3.471	5.829	2.932	1.417
0.751	3.495	5.878	2.932	1.417
0.755	3.513	5.933	2.932	1.417
0.760	3.532	5.976	2.932	1.417
0.764	3.550	6.030	2.932	1.425
0.769	3.568	6.067	2.932	1.425
0.773	3.593	6.128	2.932	1.401
0.778	3.611	6.170	2.941	1.417
0.783	3.629	6.213	2.932	1.417
0.787	3.647	6.262	2.924	1.425
0.792	3.666	6.310	2.941	1.417
0.796	3.690	6.359	2.949	1.417
0.801	3.714	6.408	2.949	1.417
0.805	3.733	6.457	2.941	1.425
0.810	3.751	6.499	2.941	1.425
0.814	3.763	6.548	2.932	1.417
0.819	3.787	6.603	2.941	1.425
0.824	3.806	6.645	2.941	1.425
0.828	3.830	6.688	2.941	1.417
0.833	3.842	6.731	2.941	1.425
0.837	3.860	6.791	2.949	1.417
0.842	3.885	6.828	2.941	1.409
0.846	3.891	6.877	2.932	1.409
0.851	3.921	6.925	2.941	1.417
0.855	3.946	6.974	2.949	1.417
0.860	3.964	7.023	2.949	1.425
0.864	3.976	7.065	2.941	1.417
0.869	3.994	7.108	2.949	1.417
0.874	4.019	7.157	2.957	1.417
0.878	4.037	7.212	2.949	1.409
0.883	4.067	7.260	2.949	1.409
0.887	4.080	7.297	2.932	1.417
0.892	4.092	7.339	2.957	1.409
0.896	4.116	7.394	2.949	1.417
0.901	4.134	7.437	2.941	1.409
0.905	4.153	7.485	2.941	1.409
0.910	4.171	7.522	2.949	1.417
0.915	4.195	7.565	2.949	1.409
0.919	4.207	7.619	2.957	1.409
0.924	4.226	7.668	2.941	1.409
0.928	4.250	7.711	2.949	1.417
0.933	4.274	7.753	2.941	1.417
0.937	4.293	7.808	2.957	1.409
0.942	4.305	7.839	2.957	1.417
0.946	4.329	7.893	2.941	1.425
0.951	4.348	7.942	2.941	1.417
0.955	4.372	7.991	2.941	1.409
0.960	4.384	8.033	2.949	1.401
0.965	4.408	8.070	2.949	1.409
0.969	4.421	8.119	2.949	1.425
0.974	4.451	8.167	2.941	1.409
0.978	4.463	8.210	2.957	1.417
0.983	4.488	8.253	2.949	1.417
0.987	4.500	8.307	2.957	1.417
0.992	4.524	8.350	2.949	1.409
0.996	4.542	8.387	2.957	1.417
1.001	4.555	8.435	2.949	1.409
1.006	4.579	8.484	2.949	1.417
1.010	4.597	8.521	2.941	1.409
1.015	4.615	8.575	2.949	1.401
1.019	4.628	8.612	2.941	1.409
1.024	4.640	8.654	2.949	1.401
1.028	4.664	8.703	2.932	1.401
1.033	4.682	8.752	2.932	1.401
1.037	4.695	8.788	2.932	1.401
1.042	4.713	8.837	2.949	1.392
1.046	4.731	8.886	2.949	1.401
1.051	4.749	8.928	2.941	1.401
1.056	4.768	8.965	2.949	1.409
1.060	4.780	9.008	2.941	1.401
1.065	4.798	9.050	2.949	1.409
1.069	4.828	9.099	2.949	1.409
1.074	4.835	9.148	2.932	1.401
1.078	4.865	9.184	2.941	1.401
1.083	4.871	9.227	2.932	1.392
1.087	4.889	9.269	2.941	1.409
1.092	4.908	9.318	2.941	1.401
1.097	4.938	9.355	2.941	1.392
1.101	4.956	9.403	2.932	1.401
1.106	4.969	9.446	2.941	1.401
1.110	4.987	9.489	2.941	1.401
1.115	5.005	9.531	2.949	1.401
1.119	5.023	9.562	2.941	1.392
1.124	5.054	9.622	2.949	1.401
1.128	5.066	9.653	2.932	1.392
1.133	5.084	9.683	2.941	1.392
1.137	5.109	9.738	2.932	1.392
1.142	5.121	9.787	2.932	1.384
1.147	5.145	9.829	2.924	1.384
1.151	5.169	9.866	2.932	1.401
1.156	5.182	9.909	2.916	1.384
1.160	5.200	9.957	2.932	1.401
1.165	5.206	10.000	2.932	1.392
1.169	5.230	10.043	2.924	1.384
1.174	5.249	10.079	2.924	1.384
1.178	5.267	10.128	2.932	1.384
1.183	5.279	10.164	2.924	1.392
1.188	5.303	10.213	2.916	1.384
1.192	5.328	10.256	2.916	1.384
1.197	5.340	10.292	2.916	1.384
1.201	5.364	10.335	2.924	1.376
1.206	5.383	10.365	2.924	1.376
1.210	5.395	10.426	2.916	1.376
1.215	5.413	10.457	2.916	1.384
1.219	5.431	10.493	2.916	1.384
1.224	5.449	10.530	2.908	1.392
1.228	5.468	10.578	2.916	1.368
1.233	5.480	10.627	2.916	1.384
1.238	5.498	10.657	2.916	1.384
1.242	5.523	10.700	2.916	1.376
1.247	5.541	10.743	2.924	1.384
1.251	5.559	10.779	2.916	1.376
1.256	5.577	10.822	2.916	1.384
1.260	5.596	10.858	2.908	1.376
1.265	5.620	10.901	2.908	1.376
1.269	5.632	10.944	2.908	1.392
1.274	5.650	10.980	2.908	1.368
1.279	5.669	11.029	2.900	1.368
1.283	5.687	11.059	2.916	1.376
1.288	5.711	11.108	2.908	1.376
1.292	5.717	11.145	2.908	1.384
1.297	5.742	11.193	2.900	1.360
1.301	5.760	11.224	2.908	1.376
1.306	5.778	11.266	2.900	1.368
1.310	5.784	11.303	2.900	1.368
1.315	5.803	11.352	2.900	1.376
1.319	5.833	11.382	2.891	1.368
1.324	5.851	11.431	2.900	1.360
1.329	5.864	11.467	2.891	1.376
1.333	5.882	11.504	2.900	1.368
1.338	5.900	11.546	2.900	1.368
1.342	5.912	11.589	2.900	1.376
1.347	5.930	11.626	2.900	1.368
1.351	5.949	11.662	2.908	1.368
1.356	5.967	11.699	2.891	1.368
1.360	5.985	11.741	2.875	1.368
1.365	5.997	11.772	2.891	1.360
1.370	6.016	11.814	2.883	1.360
1.374	6.034	11.857	2.908	1.360
1.379	6.052	11.893	2.900	1.360
1.383	6.064	11.924	2.891	1.352
1.388	6.089	11.966	2.875	1.360
1.392	6.113	12.015	2.883	1.352
1.397	6.125	12.058	2.883	1.352
1.401	6.137	12.088	2.883	1.352
1.406	6.156	12.131	2.883	1.360
1.410	6.168	12.161	2.891	1.360
1.415	6.186	12.204	2.891	1.360
1.420	6.211	12.247	2.875	1.360
1.424	6.229	12.277	2.883	1.352
1.429	6.241	12.320	2.883	1.343
1.433	6.253	12.350	2.883	1.343
1.438	6.271	12.393	2.867	1.360
1.442	6.296	12.435	2.883	1.343
1.447	6.302	12.466	2.883	1.360
1.451	6.320	12.508	2.883	1.360
1.456	6.332	12.545	2.867	1.343
1.461	6.351	12.575	2.867	1.335
1.465	6.363	12.618	2.867	1.343
1.470	6.387	12.654	2.859	1.343
1.474	6.399	12.691	2.875	1.343
1.479	6.418	12.728	2.867	1.352
1.483	6.436	12.764	2.867	1.335
1.488	6.448	12.807	2.850	1.343
1.492	6.460	12.837	2.867	1.343
1.497	6.478	12.886	2.859	1.352
1.501	6.497	12.916	2.867	1.343
1.506	6.515	12.953	2.859	1.343
1.511	6.521	12.995	2.859	1.343
1.515	6.545	13.032	2.859	1.343
1.520	6.558	13.068	2.859	1.352
1.524	6.576	13.105	2.859	1.352
1.529	6.588	13.135	2.867	1.343
1.533	6.600	13.178	2.859	1.343
1.538	6.625	13.208	2.859	1.360
1.542	6.637	13.239	2.850	1.327
1.547	6.655	13.282	2.850	1.335
1.552	6.655	13.324	2.850	1.343
1.556	6.685	13.342	2.850	1.335
1.561	6.704	13.397	2.850	1.335
1.565	6.710	13.422	2.859	1.343
1.570	6.734	13.470	2.842	1.335
1.574	6.746	13.495	2.842	1.335
1.579	6.765	13.531	2.850	1.327
1.583	6.771	13.574	2.850	1.327
1.588	6.795	13.598	2.850	1.343
1.592	6.813	13.641	2.842	1.327
1.597	6.825	13.671	2.842	1.327
1.602	6.844	13.696	2.834	1.319
1.606	6.856	13.744	2.834	1.319
1.611	6.862	13.781	2.842	1.335
1.615	6.892	13.805	2.834	1.327
1.620	6.892	13.848	2.834	1.327
1.624	6.911	13.884	2.826	1.327
1.629	6.929	13.921	2.826	1.319
1.633	6.935	13.957	2.834	1.327
1.638	6.959	13.994	2.826	1.327
1.643	6.972	14.024	2.834	1.327
1.647	6.978	14.055	2.818	1.327
1.652	7.002	14.091	2.826	1.327
1.656	7.020	14.128	2.826	1.319
1.661	7.032	14.158	2.826	1.319
1.665	7.051	14.189	2.834	1.319
1.670	7.063	14.231	2.818	1.319
1.674	7.063	14.268	2.818	1.302
1.679	7.087	14.304	2.818	1.319
1.683	7.112	14.341	2.818	1.311
1.688	7.124	14.371	2.834	1.319
1.693	7.136	14.402	2.818	1.302
1.697	7.148	14.426	2.818	1.327
1.702	7.179	14.469	2.834	1.302
1.706	7.179	14.505	2.826	1.319
1.711	7.197	14.542	2.809	1.311
1.715	7.209	14.572	2.818	1.302
1.720	7.233	14.597	2.809	1.311
1.724	7.233	14.633	2.818	1.311
1.729	7.258	14.670	2.809	1.311
1.734	7.276	14.706	2.801	1.302
1.738	7.288	14.737	2.801	1.302
1.743	7.306	14.773	2.809	1.302
1.747	7.319	14.810	2.793	1.302
1.752	7.325	14.840	2.801	1.294
1.756	7.349	14.871	2.793	1.294
1.761	7.367	14.895	2.793	1.294
1.765	7.373	14.931	2.793	1.302
1.770	7.392	14.962	2.793	1.302
1.774	7.416	14.998	2.793	1.302
1.779	7.434	15.035	2.785	1.302
1.784	7.434	15.072	2.793	1.302
1.788	7.453	15.096	2.785	1.302
1.793	7.465	15.132	2.777	1.294
1.797	7.483	15.163	2.801	1.286
1.802	7.501	15.193	2.785	1.286
1.806	7.513	15.230	2.785	1.294
1.811	7.538	15.266	2.793	1.294
1.815	7.544	15.297	2.777	1.286
1.820	7.562	15.315	2.785	1.294
1.825	7.580	15.358	2.777	1.286
1.829	7.586	15.382	2.769	1.278
1.834	7.605	15.419	2.785	1.294
1.838	7.617	15.449	2.785	1.286
1.843	7.629	15.479	2.769	1.294
1.847	7.647	15.522	2.769	1.286
1.852	7.672	15.546	2.777	1.294
1.856	7.672	15.577	2.777	1.286
1.861	7.690	15.607	2.769	1.278
1.865	7.708	15.638	2.777	1.294
1.870	7.720	15.674	2.769	1.286
1.875	7.733	15.711	2.760	1.278
1.879	7.751	15.747	2.769	1.278
1.884	7.769	15.772	2.769	1.286
1.888	7.781	15.802	2.760	1.286
1.893	7.787	15.826	2.760	1.278
1.897	7.800	15.863	2.760	1.278
1.902	7.818	15.893	2.760	1.278
1.906	7.830	15.924	2.760	1.278
1.911	7.854	15.954	2.769	1.270
1.916	7.860	15.985	2.760	1.278
1.920	7.879	16.021	2.769	1.270
1.925	7.897	16.052	2.760	1.278
1.929	7.909	16.076	2.760	1.286
1.934	7.927	16.107	2.760	1.278
1.938	7.927	16.137	2.752	1.261
1.943	7.952	16.161	2.760	1.278
1.947	7.964	16.204	2.744	1.278
1.952	7.976	16.228	2.744	1.278
1.956	7.994	16.259	2.752	1.270
1.961	8.007	16.289	2.744	1.270
1.966	8.025	16.314	2.752	1.270
1.970	8.049	16.350	2.760	1.270
1.975	8.049	16.380	2.744	1.278
1.979	8.067	16.411	2.752	1.270
1.984	8.092	16.441	2.752	1.278
1.988	8.098	16.478	2.736	1.261
1.993	8.116	16.502	2.744	1.261
1.997	8.141	16.527	2.736	1.261
2.002	8.153	16.557	2.736	1.278
2.007	8.159	16.594	2.736	1.278
2.011	8.177	16.612	2.744	1.270
2.016	8.189	16.648	2.744	1.270
2.020	8.207	16.679	2.728	1.270
2.025	8.214	16.697	2.752	1.261
2.029	8.232	16.734	2.736	1.261
2.034	8.244	16.764	2.719	1.253
2.038	8.262	16.794	2.744	1.278
2.043	8.274	16.825	2.744	1.261
2.047	8.299	16.843	2.736	1.270
2.052	8.305	16.880	2.744	1.261
2.057	8.323	16.904	2.728	1.253
2.061	8.335	16.941	2.744	1.261
2.066	8.354	16.977	2.736	1.245
2.070	8.360	17.001	2.736	1.261
2.075	8.378	17.032	2.736	1.278
2.079	8.384	17.044	2.736	1.270
2.084	8.402	17.087	2.728	1.261
2.088	8.414	17.117	2.736	1.261
2.093	8.433	17.135	2.728	1.270
2.098	8.439	17.160	2.728	1.261
2.102	8.457	17.202	2.728	1.261
2.107	8.469	17.227	2.744	1.253
2.111	8.488	17.257	2.719	1.261
2.116	8.506	17.288	2.728	1.245
2.120	8.518	17.312	2.736	1.261
2.125	8.542	17.336	2.711	1.261
2.129	8.548	17.367	2.728	1.253
2.134	8.561	17.391	2.728	1.245
2.138	8.579	17.428	2.728	1.253
2.143	8.591	17.458	2.728	1.245
2.148	8.603	17.476	2.728	1.270
2.152	8.615	17.507	2.736	1.253
2.157	8.634	17.537	2.728	1.261
2.161	8.646	17.574	2.728	1.253
2.166	8.658	17.598	2.728	1.253
2.170	8.676	17.629	2.719	1.245
2.175	8.701	17.641	2.736	1.261
2.179	8.713	17.677	2.728	1.261
2.184	8.725	17.708	2.728	1.245
2.189	8.731	17.732	2.728	1.245
2.193	8.749	17.763	2.728	1.253
2.198	8.768	17.787	2.728	1.253
2.202	8.774	17.811	2.728	1.245
2.207	8.792	17.842	2.719	1.253
2.211	8.810	17.866	2.728	1.253
2.216	8.822	17.903	2.728	1.253
2.220	8.841	17.927	2.728	1.261
2.225	8.841	17.951	2.728	1.261
2.229	8.859	17.988	2.711	1.237
2.234	8.871	18.012	2.719	1.253
2.239	8.889	18.037	2.736	1.253
2.243	8.902	18.061	2.728	1.253
2.248	8.920	18.085	2.728	1.245
2.252	8.932	18.122	2.744	1.261
2.257	8.944	18.146	2.736	1.253
2.261	8.962	18.177	2.736	1.261
2.266	8.962	18.201	2.728	1.253
2.270	8.987	18.231	2.728	1.245
2.275	8.999	18.262	2.728	1.245
2.280	9.005	18.280	2.736	1.237
2.284	9.023	18.310	2.728	1.245
2.289	9.029	18.335	2.728	1.253
2.293	9.054	18.359	2.728	1.253
2.298	9.060	18.384	2.736	1.253
2.302	9.084	18.420	2.728	1.245
2.307	9.090	18.444	2.728	1.245
2.311	9.109	18.469	2.736	1.253
2.316	9.121	18.511	2.744	1.253
2.320	9.127	18.524	2.736	1.261
2.325	9.145	18.554	2.744	1.261
2.330	9.163	18.584	2.728	1.245
2.334	9.169	18.597	2.728	1.245
2.339	9.176	18.627	2.736	1.253
2.343	9.200	18.651	2.744	1.253
2.348	9.206	18.682	2.736	1.253
2.352	9.230	18.718	2.736	1.253
2.357	9.236	18.749	2.744	1.253
2.361	9.249	18.767	2.736	1.253
2.366	9.261	18.791	2.736	1.253
2.371	9.285	18.816	2.744	1.253
2.375	9.285	18.840	2.744	1.261
2.380	9.309	18.883	2.744	1.253
2.384	9.316	18.901	2.752	1.253
2.389	9.334	18.925	2.752	1.261
2.393	9.334	18.950	2.736	1.261
2.398	9.346	18.980	2.744	1.253
2.402	9.364	19.011	2.736	1.253
2.407	9.370	19.035	2.744	1.245
2.411	9.389	19.065	2.744	1.245
2.416	9.401	19.090	2.744	1.253
2.421	9.413	19.114	2.744	1.261
2.425	9.425	19.138	2.744	1.261
2.430	9.437	19.169	2.744	1.245
2.434	9.443	19.193	2.752	1.253
2.439	9.468	19.218	2.744	1.253
2.443	9.474	19.254	2.752	1.261
2.448	9.492	19.272	2.744	1.261
2.452	9.498	19.297	2.744	1.245
2.457	9.504	19.321	2.744	1.253
2.462	9.535	19.345	2.752	1.261
2.466	9.541	19.376	2.752	1.253
2.471	9.553	19.394	2.744	1.253
2.475	9.559	19.425	2.760	1.253
2.480	9.577	19.455	2.744	1.253
2.484	9.583	19.473	2.736	1.261
2.489	9.596	19.504	2.760	1.253
2.493	9.608	19.528	2.744	1.245
2.498	9.626	19.552	2.752	1.253
2.502	9.632	19.589	2.769	1.261
2.507	9.644	19.607	2.752	1.261
2.512	9.657	19.626	2.752	1.253
2.516	9.663	19.662	2.769	1.245
2.521	9.681	19.674	2.760	1.253
2.525	9.693	19.711	2.769	1.261
2.530	9.705	19.735	2.760	1.245
2.534	9.705	19.766	2.760	1.270
2.539	9.730	19.784	2.760	1.253
2.543	9.736	19.820	2.752	1.270
2.548	9.754	19.820	2.769	1.253
2.553	9.760	19.863	2.760	1.261
2.557	9.772	19.887	2.760	1.261
2.562	9.778	19.924	2.760	1.261
2.566	9.790	19.948	2.760	1.261
2.571	9.803	19.966	2.769	1.253
2.575	9.821	19.991	2.769	1.261
2.580	9.821	20.009	2.760	1.270
2.584	9.845	20.040	2.752	1.253
2.589	9.851	20.070	2.769	1.253
2.593	9.851	20.100	2.769	1.253
2.598	9.870	20.113	2.769	1.270
2.603	9.882	20.149	2.769	1.270
2.607	9.888	20.173	2.777	1.261
2.612	9.906	20.198	2.760	1.270
2.616	9.906	20.222	2.769	1.253
2.621	9.918	20.247	2.769	1.261
2.625	9.924	20.265	2.777	1.261
2.630	9.949	20.289	2.760	1.253
2.634	9.955	20.320	2.769	1.261
2.639	9.967	20.344	2.760	1.261
2.644	9.967	20.374	2.769	1.261
2.648	9.985	20.387	2.769	1.261
2.653	9.997	20.423	2.760	1.253
2.657	10.016	20.454	2.760	1.278
2.662	10.022	20.466	2.769	1.261
2.666	10.040	20.496	2.769	1.261
2.671	10.046	20.527	2.777	1.261
2.675	10.058	20.545	2.777	1.253
2.680	10.077	20.575	2.769	1.253
2.684	10.083	20.594	2.777	1.261
2.689	10.095	20.618	2.777	1.261
2.694	10.107	20.642	2.769	1.270
2.698	10.113	20.673	2.777	1.261
2.703	10.125	20.685	2.785	1.261
2.707	10.137	20.715	2.793	1.253
2.712	10.137	20.740	2.777	1.261
2.716	10.150	20.770	2.777	1.261
2.721	10.162	20.795	2.777	1.261
2.725	10.180	20.819	2.785	1.253
2.730	10.180	20.837	2.777	1.261
2.735	10.192	20.861	2.777	1.253
2.739	10.204	20.892	2.785	1.270
2.744	10.217	20.916	2.777	1.261
2.748	10.229	20.947	2.777	1.261
2.753	10.241	20.959	2.785	1.270
2.757	10.247	20.989	2.785	1.261
2.762	10.265	21.020	2.785	1.253
2.766	10.271	21.044	2.793	1.261
2.771	10.284	21.068	2.785	1.261
2.775	10.290	21.087	2.785	1.253
2.780	10.290	21.111	2.777	1.253
2.785	10.320	21.129	2.785	1.261
2.789	10.320	21.160	2.777	1.270
2.794	10.332	21.178	2.793	1.253
2.798	10.338	21.209	2.777	1.270
2.803	10.357	21.227	2.785	1.270
2.807	10.369	21.251	2.793	1.261
2.812	10.381	21.282	2.785	1.270
2.816	10.381	21.306	2.769	1.261
2.821	10.399	21.336	2.777	1.253
2.826	10.411	21.361	2.777	1.270
2.830	10.424	21.367	2.793	1.270
2.835	10.436	21.397	2.777	1.261
2.839	10.436	21.422	2.785	1.270
2.844	10.448	21.446	2.785	1.270
2.848	10.460	21.470	2.777	1.261
2.853	10.472	21.495	2.777	1.261
2.857	10.485	21.519	2.785	1.270
2.862	10.497	21.543	2.785	1.261
2.866	10.503	21.568	2.793	1.261
2.871	10.509	21.586	2.777	1.270
2.876	10.521	21.616	2.777	1.253
2.880	10.527	21.635	2.785	1.261
2.885	10.545	21.665	2.785	1.253
2.889	10.551	21.677	2.793	1.270
2.894	10.570	21.708	2.777	1.261
2.898	10.576	21.732	2.801	1.270
2.903	10.582	21.756	2.809	1.253
2.907	10.588	21.781	2.785	1.270
2.912	10.600	21.793	2.777	1.270
2.917	10.612	21.823	2.785	1.270
2.921	10.618	21.848	2.793	1.261
2.926	10.631	21.872	2.793	1.270
2.930	10.649	21.890	2.785	1.270
2.935	10.649	21.927	2.777	1.261
2.939	10.655	21.939	2.785	1.261
2.944	10.667	21.957	2.777	1.261
2.948	10.673	21.988	2.785	1.253
2.953	10.685	22.012	2.785	1.261
2.957	10.698	22.030	2.785	1.261
2.962	10.710	22.055	2.785	1.261
2.967	10.716	22.079	2.793	1.261
2.971	10.734	22.103	2.793	1.261
2.976	10.740	22.128	2.777	1.270
2.980	10.746	22.152	2.793	1.270
2.985	10.758	22.177	2.785	1.261
2.989	10.771	22.195	2.793	1.253
2.994	10.771	22.219	2.785	1.261
2.998	10.783	22.244	2.785	1.261
3.003	10.795	22.274	2.785	1.261
3.008	10.801	22.286	2.793	1.261
3.012	10.807	22.304	2.793	1.261
3.017	10.825	22.341	2.785	1.253
3.021	10.838	22.359	2.769	1.261
3.026	10.832	22.377	2.769	1.261
3.030	10.850	22.396	2.785	1.245
3.035	10.862	22.426	2.785	1.253
3.039	10.868	22.451	2.793	1.253
3.044	10.874	22.463	2.793	1.253
3.048	10.892	22.493	2.793	1.253
3.053	10.899	22.517	2.785	1.270
3.058	10.905	22.530	2.785	1.253
3.062	10.917	22.560	2.777	1.261
3.067	10.929	22.578	2.785	1.253
3.071	10.941	22.603	2.777	1.261
3.076	10.947	22.621	2.785	1.261
3.080	10.953	22.651	2.785	1.253
3.085	10.953	22.670	2.793	1.261
3.089	10.978	22.694	2.769	1.261
3.094	10.990	22.712	2.777	1.261
3.099	11.002	22.743	2.785	1.253
3.103	11.014	22.755	2.769	1.261
3.108	11.020	22.779	2.777	1.245
3.112	11.020	22.804	2.785	1.261
3.117	11.032	22.828	2.777	1.245
3.121	11.045	22.846	2.777	1.253
3.126	11.051	22.865	2.785	1.253
3.130	11.057	22.883	2.785	1.253
3.135	11.075	22.907	2.785	1.237
3.139	11.087	22.931	2.769	1.253
3.144	11.093	22.956	2.777	1.253
3.149	11.099	22.974	2.777	1.261
3.153	11.112	23.011	2.769	1.245
3.158	11.118	23.017	2.760	1.261
